,Date,Home,Away,Line
13,2020-12-27 16:00:00,Northern Iowa,Missouri St.,-6
14,2020-12-27 16:00:00,Southern Illinois,Evansville,-8.5
15,2020-12-27 16:30:00,Providence,DePaul,-6.5
16,2020-12-27 17:00:00,Purdue Fort Wayne,Robert Morris,-1
17,2020-12-27 19:00:00,UC Irvine,UC Santa Barbara,1.5
0,2020-12-28 13:00:00,Stony Brook,Massachusetts Lowell,-3
1,2020-12-28 13:00:00,New Hampshire,Hartford,-2
2,2020-12-28 13:00:00,UMBC,Binghamton,-13
3,2020-12-28 14:00:00,Vermont,NJIT,-11
4,2020-12-28 14:00:00,Monmouth-NJ,Canisius,-6
5,2020-12-28 15:00:00,Southern Miss,Loyola-New Orleans,
6,2020-12-28 17:00:00,CSU Northridge,New Mexico St.,7.5
7,2020-12-28 17:00:00,Indiana St.,Drake,5
8,2020-12-28 18:00:00,Southern Illinois,Evansville,-8
9,2020-12-28 19:00:00,Loyola-Chicago,Illinois St.,-17
10,2020-12-28 19:00:00,UC Irvine,UC Santa Barbara,1.5
11,2020-12-28 19:00:00,Wisconsin,Maryland,-9.5
12,2020-12-28 19:00:00,Troy,Carver Bible College,
13,2020-12-28 20:00:00,Colorado St.,Fresno St.,-10
14,2020-12-28 20:00:00,Minnesota,Michigan St,3
15,2020-12-28 20:00:00,Northern Iowa,Missouri St.,-4
16,2020-12-28 21:00:00,Gonzaga,Northern Arizona,-39
17,2020-12-28 21:30:00,Arizona,Colorado,-2
18,2020-12-28 20:00:00,Valparaiso,Bradley,
0,2020-12-29 14:00:00,West Virginia,Northeastern,-18
1,2020-12-29 16:00:00,Baylor,Central Arkansas,-34
2,2020-12-29 18:00:00,Virginia Tech,Miami-Florida,-8
3,2020-12-29 19:00:00,Clemson,Florida State,-1.5
4,2020-12-29 19:00:00,Rutgers,Purdue,-1.5
5,2020-12-29 19:00:00,Memphis,South Florida,-10
6,2020-12-29 19:00:00,Texas Tech,Incarnate Word,-36
7,2020-12-29 19:00:00,Louisiana State,Texas A&M,-8
8,2020-12-29 19:00:00,Southern California,Santa Clara,-10
9,2020-12-29 19:00:00,Mercer,Wofford,-2.5
10,2020-12-29 19:00:00,Eastern Michigan,Central Michigan,-4.5
11,2020-12-29 19:30:00,Sam Houston St.,Mary Hardin-Baylor,
12,2020-12-29 19:30:00,McNeese St.,Champion Christian,
13,2020-12-29 20:00:00,Lipscomb,Freed-Hardeman,
14,2020-12-29 20:00:00,Kansas State,Nebraska Omaha,-11
15,2020-12-29 20:00:00,Lamar,Southeastern Louisiana,-4.5
16,2020-12-29 20:00:00,Abilene Christian,Dallas Christian,
17,2020-12-29 21:00:00,Gonzaga,Dixie State,-37.5
18,2020-12-29 21:00:00,Alabama,Mississippi,-2.5
19,2020-12-29 21:00:00,Iowa,Northwestern,-11.5
20,2020-12-29 21:00:00,Tulsa,Houston,9.5
21,2020-12-29 24:59:59,Miami (OH),Ohio,
22,2020-12-29 19:00:00,Kentucky,South Carolina,
23,2020-12-29 19:00:00,Valparaiso,Bradley,
24,2020-12-29 20:00:00,Duke,Pittsburgh,-12
0,2020-12-30 12:00:00,Saint Joseph's,VCU,11
1,2020-12-30 13:00:00,Delaware State,Manhattan,7
2,2020-12-30 13:00:00,Fordham,George Washington,-3
3,2020-12-30 13:00:00,Chattanooga,Furman,7.5
4,2020-12-30 14:00:00,Hampton,Gardner-Webb,5
5,2020-12-30 14:00:00,Temple,Southern Methodist,7.5
6,2020-12-30 14:00:00,Ohio,Bowling Green,-4.5
7,2020-12-30 15:00:00,Baylor,Alcorn St.,-44
8,2020-12-30 15:00:00,Winthrop,Campbell,-17
9,2020-12-30 15:00:00,Longwood,UNC Asheville,3.5
10,2020-12-30 16:00:00,Colorado St.,Fresno St.,-9.5
11,2020-12-30 16:00:00,Rhode Island,St. Bonaventure,-1
12,2020-12-30 17:00:00,Presbyterian,Radford,4.5
13,2020-12-30 17:00:00,Providence,Butler,-6
14,2020-12-30 18:00:00,High Point,South Carolina Upstate,-7
15,2020-12-30 18:00:00,Massachusetts,George Mason,-5.5
16,2020-12-30 18:00:00,Notre Dame,Virginia,7
17,2020-12-30 18:30:00,Ohio St.,Nebraska,-13
18,2020-12-30 19:00:00,Auburn,Arkansas,3.5
19,2020-12-30 19:00:00,Georgia,Mississippi State,-3
20,2020-12-30 19:00:00,Dayton,La Salle,-12
21,2020-12-30 19:00:00,Davidson,Richmond,0
22,2020-12-30 19:00:00,East Tennessee St.,Western Carolina,-3.5
23,2020-12-30 19:00:00,Belmont,Murray St.,-2
24,2020-12-30 19:00:00,Wichita St.,Newman,
25,2020-12-30 19:00:00,Xavier,Seton Hall,-3
26,2020-12-30 19:30:00,McNeese St.,Champion Christian,
27,2020-12-30 20:00:00,Georgia Tech,North Carolina,4
28,2020-12-30 20:00:00,NC State,Boston College,-8.5
29,2020-12-30 20:00:00,Tennessee St.,Austin Peay,6.5
30,2020-12-30 20:00:00,Eastern Kentucky,Eastern Illinois,-3.5
31,2020-12-30 20:00:00,Samford,VMI,-3
32,2020-12-30 20:00:00,Texas Christian,Prairie View A&M,-19
33,2020-12-30 20:30:00,Jacksonville St.,Tenn-Martin,-11
34,2020-12-30 20:30:00,Indiana,Penn St.,-6
35,2020-12-30 21:00:00,Vanderbilt,Florida,7.5
36,2020-12-30 21:00:00,Missouri,Tennessee,4
37,2020-12-30 21:00:00,Seattle,Portland,-4.5
38,2020-12-30 21:00:00,Tennessee Tech,SE Missouri St.,-1
39,2020-12-30 21:00:00,Connecticut,DePaul,-8.5
40,2020-12-30 22:00:00,Saint Mary's,Sacramento State,-14.5
41,2020-12-30 24:59:59,Villanova,St. John's,
42,2020-12-30 17:00:00,Wake Forest,Syracuse,
43,2020-12-30 18:00:00,Towson,Morgan St.,-5
44,2020-12-30 19:00:00,Central Florida,Tulane,-9.5
45,2020-12-30 19:00:00,Wichita St.,East Carolina,
46,2020-12-30 19:00:00,Saint Louis,Duquesne,-8.5
47,2020-12-30 19:00:00,The Citadel,UNC Greensboro,13
0,2020-12-31 12:00:00,Hampton,Gardner-Webb,4
1,2020-12-31 13:00:00,Winthrop,Campbell,-15
2,2020-12-31 14:00:00,Incarnate Word,McMurry,
3,2020-12-31 15:00:00,Presbyterian,Radford,5.5
4,2020-12-31 15:00:00,Longwood,UNC Asheville,5
5,2020-12-31 15:00:00,Wake Forest,Catawba,
6,2020-12-31 16:00:00,Air Force,Utah St.,12
7,2020-12-31 16:30:00,Wisconsin,Minnesota,-8.5
8,2020-12-31 17:00:00,San Francisco,San Diego,-13
9,2020-12-31 18:00:00,High Point,South Carolina Upstate,-5
10,2020-12-31 19:00:00,UCLA,Utah,-7
11,2020-12-31 20:00:00,Maryland,Michigan,2
12,2020-12-31 20:00:00,Idaho,Northern Arizona,2.5
13,2020-12-31 20:00:00,Washington,Arizona,9
14,2020-12-31 20:30:00,San Jose St.,Boise St.,22.5
15,2020-12-31 21:00:00,New Mexico,Nevada,5
16,2020-12-31 22:00:00,Southern California,Colorado,-3.5
17,2020-12-31 22:00:00,Oregon,California,-13.5
18,2020-12-31 16:00:00,Washington St.,Arizona State,
19,2020-12-31 18:00:00,Oregon St.,Stanford,7
20,2020-12-31 19:00:00,Pepperdine,Brigham Young,7
0,2021-01-01 13:00:00,Canisius,Saint Peter's,4
1,2021-01-01 14:00:00,Incarnate Word,McMurry,
2,2021-01-01 14:00:00,Marist,Niagara,2.5
3,2021-01-01 15:00:00,Lipscomb,Liberty,6.5
4,2021-01-01 15:00:00,Rice,Texas-San Antonio,2.5
5,2021-01-01 16:00:00,Montana St.,Montana Western,
6,2021-01-01 16:00:00,Youngstown St.,Green Bay,-7
7,2021-01-01 16:00:00,Charlotte,Western Kentucky,6.5
8,2021-01-01 17:00:00,Little Rock,Texas-Arlington,-1.5
9,2021-01-01 17:00:00,Fairfield,Rider,2.5
10,2021-01-01 18:00:00,Georgia Southern,South Alabama,-4
11,2021-01-01 18:00:00,Appalachian St.,Troy,-8
12,2021-01-01 18:00:00,Coastal Carolina,Georgia St.,3
13,2021-01-01 18:00:00,Robert Morris,Milwaukee,-2.5
14,2021-01-01 18:00:00,Kennesaw St.,Jacksonville,1
15,2021-01-01 18:00:00,Northern Kentucky,Purdue Fort Wayne,-6.5
16,2021-01-01 19:00:00,Oakland,Wright St.,7
17,2021-01-01 19:00:00,IUPUI,Cleveland St.,3.5
18,2021-01-01 19:00:00,Akron,Kent St.,-3
19,2021-01-01 19:00:00,Florida International,Old Dominion,-1
20,2021-01-01 19:00:00,Bellarmine,Transylvania,
21,2021-01-01 19:00:00,Long Beach St.,CSU Bakersfield,5.5
22,2021-01-01 19:00:00,UL Lafayette,Texas State,-3
23,2021-01-01 19:00:00,UL Monroe,Arkansas St.,-2.5
24,2021-01-01 19:30:00,Louisiana Tech,Marshall,1.5
25,2021-01-01 20:00:00,Southern Miss,Texas-El Paso,5.5
26,2021-01-01 20:00:00,UC Santa Barbara,CSU Fullerton,-16
27,2021-01-01 24:59:59,Cal Poly SLO,UC San Diego,
28,2021-01-01 14:00:00,Stetson,North Florida,-4
29,2021-01-01 17:00:00,Marist,Quinnipiac,
30,2021-01-01 19:00:00,Florida Atlantic,Middle Tennessee St.,
31,2021-01-01 19:00:00,Akron,Buffalo,
32,2021-01-01 19:00:00,Florida Gulf Coast,North Alabama,
33,2021-01-01 20:00:00,North Texas,UAB,
0,2021-01-02 12:00:00,Kansas,Texas,-4.5
1,2021-01-02 12:00:00,Northeastern,Elon University,-4.5
2,2021-01-02 12:00:00,Arkansas,Missouri,-6.5
3,2021-01-02 12:00:00,Boston College,Louisville,6.5
4,2021-01-02 12:00:00,Providence,Creighton,4
5,2021-01-02 12:30:00,George Washington,Duquesne,7
6,2021-01-02 13:00:00,South Carolina,Florida A&M,-18
7,2021-01-02 13:00:00,Canisius,Saint Peter's,3
8,2021-01-02 13:00:00,VMI,Chattanooga,3.5
9,2021-01-02 13:00:00,Iowa State,Baylor,15.5
10,2021-01-02 14:00:00,Kansas State,Texas Christian,4
11,2021-01-02 14:00:00,Furman,Mercer,-10.5
12,2021-01-02 14:00:00,Delaware,Charleston,-1
13,2021-01-02 14:00:00,Western Michigan,Toledo,8
14,2021-01-02 14:00:00,Idaho,Northern Arizona,3.5
15,2021-01-02 14:00:00,Marist,Niagara,1
16,2021-01-02 14:00:00,Hofstra,William & Mary,-10
17,2021-01-02 14:00:00,Hartford,Binghamton,-7
18,2021-01-02 14:00:00,Lehigh,Lafayette,-2
19,2021-01-02 14:00:00,Miami-Florida,Clemson,4.5
20,2021-01-02 14:00:00,Navy,Bucknell,-3.5
21,2021-01-02 14:00:00,Florida,Louisiana State,-2
22,2021-01-02 14:00:00,South Carolina State,North Carolina A&T,9.5
23,2021-01-02 14:00:00,Tulane,East Carolina,1.5
24,2021-01-02 14:00:00,Rutgers,Iowa,3
25,2021-01-02 15:00:00,Colgate,Army,-5.5
26,2021-01-02 15:00:00,Cincinnati,Tulsa,-6
27,2021-01-02 15:00:00,Massachusetts Lowell,NJIT,1.5
28,2021-01-02 15:00:00,Maine,New Hampshire,7
29,2021-01-02 15:00:00,Georgia Southern,South Alabama,-2.5
30,2021-01-02 15:00:00,Coastal Carolina,Georgia St.,2.5
31,2021-01-02 15:00:00,Florida International,Old Dominion,1
32,2021-01-02 15:00:00,Ball St.,Ohio,1
33,2021-01-02 15:00:00,Rice,Texas-San Antonio,2
34,2021-01-02 15:30:00,Texas A&M,Auburn,-1.5
35,2021-01-02 16:00:00,Southern California,Utah,-5
36,2021-01-02 16:00:00,Evansville,Northern Iowa,6
37,2021-01-02 16:00:00,San Diego St.,Colorado St.,-9
38,2021-01-02 16:00:00,North Carolina,Notre Dame,-10
39,2021-01-02 16:00:00,Charlotte,Western Kentucky,6
40,2021-01-02 16:00:00,Texas Tech,Oklahoma State,-8.5
41,2021-01-02 16:00:00,Oklahoma,West Virginia,-1.5
42,2021-01-02 16:00:00,Abilene Christian,Lamar,-12.5
43,2021-01-02 16:00:00,Appalachian St.,Troy,-6
44,2021-01-02 16:00:00,Youngstown St.,Green Bay,-7
45,2021-01-02 16:00:00,Kennesaw St.,Jacksonville,3.5
46,2021-01-02 16:30:00,Weber St.,Utah Valley,-6
47,2021-01-02 16:30:00,Seton Hall,Butler,-9
48,2021-01-02 16:30:00,Dayton,George Mason,-5.5
49,2021-01-02 16:30:00,North Dakota,Kansas City,-3
50,2021-01-02 16:30:00,Western Illinois,North Dakota State,6.5
51,2021-01-02 17:00:00,Nebraska Omaha,Oral Roberts,1.5
52,2021-01-02 17:00:00,South Dakota,Denver,-9.5
53,2021-01-02 17:00:00,Fairfield,Rider,3
54,2021-01-02 17:00:00,Richmond,St. Bonaventure,-4
55,2021-01-02 17:00:00,Lipscomb,Liberty,5.5
56,2021-01-02 17:00:00,UL Lafayette,Texas State,-2.5
57,2021-01-02 17:00:00,McNeese St.,Central Arkansas,2
58,2021-01-02 17:00:00,Oakland,Wright St.,10.5
59,2021-01-02 17:00:00,IUPUI,Cleveland St.,3
60,2021-01-02 17:00:00,Murray St.,Morehead St.,-13
61,2021-01-02 17:00:00,Eastern Illinois,Tennessee Tech,-7.5
62,2021-01-02 17:00:00,Tenn-Martin,Belmont,16
63,2021-01-02 17:00:00,Austin Peay,Eastern Kentucky,-4.5
64,2021-01-02 17:00:00,UL Monroe,Arkansas St.,-2.5
65,2021-01-02 17:00:00,Southern Miss,Texas-El Paso,5.5
66,2021-01-02 17:00:00,Bellarmine,Mount St. Joseph,
67,2021-01-02 17:00:00,Little Rock,Texas-Arlington,-2
68,2021-01-02 17:00:00,UNC Greensboro,East Tennessee St.,-7.5
69,2021-01-02 17:30:00,Alabama St.,Grambling State,5.5
70,2021-01-02 17:30:00,Stephen F. Austin,New Orleans,-10.5
71,2021-01-02 18:00:00,SE Missouri St.,Tennessee St.,-2
72,2021-01-02 18:00:00,Northern Kentucky,Purdue Fort Wayne,-6.5
73,2021-01-02 18:00:00,Nicholls State,Sam Houston St.,-4.5
74,2021-01-02 18:00:00,Arkansas-Pine Bluff,Mississippi Valley State,-11.5
75,2021-01-02 18:00:00,Mississippi,Wichita St.,-8
76,2021-01-02 18:00:00,Vermont,Albany,-13
77,2021-01-02 18:00:00,Northern Illinois,Bowling Green,8
78,2021-01-02 18:00:00,Missouri St.,Indiana St.,-3.5
79,2021-01-02 18:00:00,Oregon St.,California,-2.5
80,2021-01-02 18:00:00,Illinois,Purdue,-7.5
81,2021-01-02 18:00:00,Air Force,Utah St.,14.5
82,2021-01-02 18:00:00,Mississippi State,Kentucky,2
83,2021-01-02 18:00:00,Tennessee,Alabama,-10
84,2021-01-02 18:30:00,La Salle,Fordham,-5.5
85,2021-01-02 19:00:00,Louisiana Tech,Marshall,2
86,2021-01-02 19:00:00,Long Beach St.,CSU Bakersfield,5.5
87,2021-01-02 19:00:00,Montana,Northern Colorado,-6
88,2021-01-02 19:00:00,Wofford,Samford,-10.5
89,2021-01-02 19:00:00,South Florida,Central Florida,1
90,2021-01-02 19:00:00,Fresno St.,Wyoming,-2
91,2021-01-02 19:00:00,San Jose St.,Boise St.,26.5
92,2021-01-02 19:30:00,Georgetown,Marquette,4.5
93,2021-01-02 19:30:00,Loyola-Chicago,North Texas,-7.5
94,2021-01-02 20:00:00,UCLA,Colorado,-1.5
95,2021-01-02 20:00:00,Houston Baptist,Northwestern St.,5
96,2021-01-02 20:00:00,Nebraska,Michigan St,8
97,2021-01-02 20:00:00,Gonzaga,San Francisco,-19
98,2021-01-02 20:00:00,UC Santa Barbara,CSU Fullerton,-15.5
99,2021-01-02 22:00:00,New Mexico,Nevada,6
100,2021-01-02 22:00:00,Oregon,Stanford,-6
101,2021-01-02 22:30:00,Washington St.,Arizona,8.5
102,2021-01-02 24:59:59,Santa Clara,Loyola Marymount,
103,2021-01-02 24:59:59,Pacific,Portland,
104,2021-01-02 24:59:59,Central Michigan,Miami (OH),
105,2021-01-02 24:59:59,Cal Poly SLO,UC San Diego,
106,2021-01-02 24:59:59,North Carolina,Syracuse,
107,2021-01-02 12:00:00,Temple,Memphis,
108,2021-01-02 12:00:00,St. John's,DePaul,-5
109,2021-01-02 24:59:59,Illinois St.,Valparaiso,
110,2021-01-02 13:00:00,Loyola (MD),American U.,
111,2021-01-02 13:00:00,Drexel,UNC Wilmington,-3
112,2021-01-02 13:00:00,Western Carolina,The Citadel,-10.5
113,2021-01-02 14:00:00,Stetson,North Florida,
114,2021-01-02 14:00:00,Virginia,Virginia Tech,
115,2021-01-02 14:00:00,Xavier,Villanova,
116,2021-01-02 14:30:00,VCU,Davidson,-5
117,2021-01-02 15:00:00,SIU Edwardsville,Jacksonville St.,
118,2021-01-02 15:05:00,Eastern Washington,Portland St.,
119,2021-01-02 16:00:00,UNLV,San Diego St.,
120,2021-01-02 16:00:00,Florida Atlantic,Middle Tennessee St.,
121,2021-01-02 17:00:00,Marist,Quinnipiac,
122,2021-01-02 17:00:00,Southeastern Louisiana,Texas A&M-CC,
123,2021-01-02 17:00:00,North Texas,UAB,
124,2021-01-02 17:30:00,Eastern Michigan,Kent St.,
125,2021-01-02 17:30:00,Southern,Prairie View A&M,-2
126,2021-01-02 18:30:00,Saint Louis,Massachusetts,
127,2021-01-02 18:30:00,Washington,Arizona State,
128,2021-01-02 18:30:00,Alabama A&M,Jackson State,
129,2021-01-02 18:30:00,Alcorn St.,Texas Southern,
130,2021-01-02 19:00:00,Florida Gulf Coast,North Alabama,
131,2021-01-02 20:00:00,Florida State,Duke,-1.5
132,2021-01-02 20:00:00,San Diego,Brigham Young,
133,2021-01-02 20:00:00,Saint Mary's,Pepperdine,
0,2021-01-03 18:00:00,Bradley,Loyola-Chicago,
1,2021-01-03 12:00:00,Northeastern,Elon University,-6.5
2,2021-01-03 13:00:00,Massachusetts Lowell,NJIT,1.5
3,2021-01-03 13:00:00,Maine,New Hampshire,4.5
4,2021-01-03 14:00:00,George Washington,Duquesne,8
5,2021-01-03 14:00:00,Hartford,Binghamton,-7.5
6,2021-01-03 14:00:00,Hofstra,William & Mary,-10
7,2021-01-03 14:00:00,Delaware,Charleston,3
8,2021-01-03 15:00:00,Siena,Monmouth-NJ,-2.5
9,2021-01-03 15:00:00,Colgate,Army,-8.5
10,2021-01-03 15:00:00,Sacramento State,Fresno Pacific,
11,2021-01-03 16:00:00,South Carolina State,North Carolina A&T,11
12,2021-01-03 16:00:00,Missouri St.,Indiana St.,-3.5
13,2021-01-03 16:00:00,Evansville,Northern Iowa,5.5
14,2021-01-03 16:00:00,Lafayette,Lehigh,-4
15,2021-01-03 16:30:00,Rhode Island,Saint Joseph's,-12
16,2021-01-03 16:30:00,North Dakota,Kansas City,-2
17,2021-01-03 16:30:00,Western Illinois,North Dakota State,8
18,2021-01-03 17:00:00,Vermont,Albany,-11.5
19,2021-01-03 17:00:00,Nebraska Omaha,Oral Roberts,3.5
20,2021-01-03 17:00:00,South Dakota,Denver,-12.5
21,2021-01-03 17:30:00,Minnesota,Ohio St.,-1
22,2021-01-03 18:00:00,Georgia Tech,Wake Forest,-9.5
23,2021-01-03 18:00:00,Bucknell,Navy,-2
24,2021-01-03 18:00:00,James Madison,Morgan St.,-5.5
25,2021-01-03 18:00:00,Drake,Southern Illinois,-10
26,2021-01-03 19:00:00,Southern Methodist,Houston,2
27,2021-01-03 19:30:00,Michigan,Northwestern,-9
28,2021-01-03 12:00:00,Penn St.,Wisconsin,4
29,2021-01-03 13:00:00,Drexel,UNC Wilmington,
30,2021-01-03 13:00:00,Towson,James Madison,
31,2021-01-03 16:00:00,American U.,Loyola (MD),
32,2021-01-03 16:30:00,Norfolk State,Howard,-8
0,2021-01-04 11:00:00,Montana,Northern Colorado,-5
1,2021-01-04 14:00:00,Holy Cross,Boston U,10
2,2021-01-04 15:00:00,Oregon St.,Stanford,5.5
3,2021-01-04 16:00:00,Charleston Southern,Winthrop,14.5
4,2021-01-04 17:00:00,Gardner-Webb,Campbell,-5
5,2021-01-04 17:00:00,Siena,Monmouth-NJ,-2.5
6,2021-01-04 18:00:00,South Carolina Upstate,Longwood,-1.5
7,2021-01-04 19:00:00,Radford,Hampton,-3.5
8,2021-01-04 19:00:00,Drake,Southern Illinois,-10
9,2021-01-04 19:00:00,Youngstown St.,Carlow University,
10,2021-01-04 19:00:00,South Dakota State,Mount Marty,
11,2021-01-04 20:00:00,Indiana,Maryland,-5
12,2021-01-04 20:00:00,Coppin St.,Delaware State,-9.5
13,2021-01-04 21:00:00,Alabama St.,Jackson State,6
14,2021-01-04 21:00:00,Oklahoma State,West Virginia,1.5
15,2021-01-04 21:00:00,Fresno St.,Wyoming,-3
16,2021-01-04 21:00:00,San Diego St.,Colorado St.,-9
17,2021-01-04 21:30:00,San Jose St.,Benedictine University (AZ),
18,2021-01-04 24:59:59,Southern,Texas Southern,
19,2021-01-04 24:59:59,Alabama A&M,Grambling State,
20,2021-01-04 24:59:59,UNLV,San Diego St.,
21,2021-01-04 24:59:59,Bradley,Loyola-Chicago,
22,2021-01-04 19:00:00,UNC Asheville,Presbyterian,
23,2021-01-04 19:00:00,Norfolk State,Howard,
24,2021-01-04 20:30:00,Alcorn St.,Prairie View A&M,6.5
0,2021-01-05 14:00:00,Kent St.,Toledo,-3
1,2021-01-05 14:00:00,Boston U,Holy Cross,-14.5
2,2021-01-05 15:00:00,Charleston Southern,Winthrop,16
3,2021-01-05 15:00:00,Gardner-Webb,Campbell,-4.5
4,2021-01-05 16:00:00,James Madison,Florida Atlantic,2
5,2021-01-05 18:00:00,Bowling Green,Central Michigan,-9
6,2021-01-05 18:00:00,South Carolina Upstate,Longwood,1
7,2021-01-05 18:00:00,Radford,Hampton,-5.5
8,2021-01-05 18:00:00,Ohio,Northern Illinois,-14.5
9,2021-01-05 18:00:00,Fordham,Dayton,12
10,2021-01-05 19:00:00,Duquesne,Davidson,2
11,2021-01-05 19:00:00,Kentucky,Vanderbilt,-11.5
12,2021-01-05 19:00:00,Alabama,Florida,-2
13,2021-01-05 19:00:00,Clemson,NC State,-4
14,2021-01-05 19:00:00,Texas Tech,Kansas State,-16
15,2021-01-05 20:00:00,Miami-Florida,North Carolina,3.5
16,2021-01-05 20:00:00,Coppin St.,Delaware State,-8.5
17,2021-01-05 20:00:00,Texas,Iowa State,-12.5
18,2021-01-05 21:00:00,Mississippi State,Missouri,1.5
19,2021-01-05 21:00:00,Marquette,Connecticut,1.5
20,2021-01-05 21:00:00,Michigan St,Rutgers,-3
21,2021-01-05 22:00:00,Texas Christian,Kansas,6.5
22,2021-01-05 14:00:00,UNC Asheville,Presbyterian,
23,2021-01-05 14:00:00,James Madison,Towson,
24,2021-01-05 19:00:00,Texas Rio Grande Valley,Dallas Christian,
25,2021-01-05 19:00:00,Purdue,Nebraska,-12.5
26,2021-01-05 19:00:00,DePaul,Villanova,
27,2021-01-05 19:00:00,Buffalo,Eastern Michigan,
28,2021-01-05 19:00:00,Ball St.,Western Michigan,-9
29,2021-01-05 19:00:00,Eastern Michigan,Akron,
30,2021-01-05 20:00:00,Eastern Illinois,SIU Edwardsville,
31,2021-01-05 21:00:00,Central Florida,Memphis,2
0,2021-01-06 16:00:00,St. Bonaventure,Saint Joseph's,-13
1,2021-01-06 16:00:00,South Florida,Tulsa,1
2,2021-01-06 16:30:00,Syracuse,Pittsburgh,-11
3,2021-01-06 18:00:00,Richmond,Rhode Island,-4.5
4,2021-01-06 18:30:00,Louisville,Virginia Tech,-3.5
5,2021-01-06 19:00:00,George Mason,VCU,5.5
6,2021-01-06 19:00:00,Butler,Georgetown,-5
7,2021-01-06 19:00:00,Louisiana State,Georgia,-8
8,2021-01-06 19:00:00,Tennessee,Arkansas,-8.5
9,2021-01-06 19:00:00,Chattanooga,Samford,-5
10,2021-01-06 19:00:00,Wofford,UNC Greensboro,-1
11,2021-01-06 19:30:00,Northwestern St.,Incarnate Word,-7
12,2021-01-06 20:00:00,Houston Baptist,Abilene Christian,15
13,2021-01-06 20:00:00,Southeastern Louisiana,Sam Houston St.,5
14,2021-01-06 20:00:00,Central Arkansas,New Orleans,-6.5
15,2021-01-06 20:00:00,Nicholls State,Lamar,-7.5
16,2021-01-06 20:00:00,Xavier,St. John's,-6.5
17,2021-01-06 20:00:00,Houston,Wichita St.,-11.5
18,2021-01-06 20:30:00,Duke,Boston College,-11.5
19,2021-01-06 20:30:00,Michigan,Minnesota,-8
20,2021-01-06 21:00:00,Creighton,Seton Hall,-6
21,2021-01-06 21:00:00,Virginia,Wake Forest,-14.5
22,2021-01-06 21:00:00,South Carolina,Texas A&M,-3
23,2021-01-06 21:00:00,Baylor,Oklahoma,-11
24,2021-01-06 21:00:00,Mississippi,Auburn,-7.5
25,2021-01-06 22:00:00,New Mexico,Utah St.,12.5
26,2021-01-06 23:00:00,Boise St.,Air Force,-19
27,2021-01-06 16:00:00,Western Carolina,Furman,
28,2021-01-06 17:00:00,La Salle,Saint Louis,
29,2021-01-06 18:00:00,George Washington,Massachusetts,4
30,2021-01-06 18:30:00,Ohio St.,Penn St.,-5.5
31,2021-01-06 19:00:00,Notre Dame,Georgia Tech,
32,2021-01-06 19:00:00,Mercer,The Citadel,
33,2021-01-06 19:00:00,East Tennessee St.,VMI,
34,2021-01-06 20:00:00,Tulane,Temple,
35,2021-01-06 23:00:00,Utah,Oregon St.,
0,2021-01-07 16:00:00,Bryant,Central Conn. St.,-12.5
1,2021-01-07 16:00:00,St. Francis (BKN),Mount St. Mary's,-2
2,2021-01-07 17:00:00,Hofstra,Northeastern,-5
3,2021-01-07 17:00:00,Colorado,Oregon,-3.5
4,2021-01-07 19:00:00,Maryland,Iowa,5.5
5,2021-01-07 19:00:00,Wisconsin,Indiana,-9
6,2021-01-07 19:00:00,Southern Methodist,Cincinnati,-5.5
7,2021-01-07 19:00:00,Texas Rio Grande Valley,St. Mary's (TX),
8,2021-01-07 19:00:00,Morehead St.,Tennessee Tech,-4
9,2021-01-07 19:00:00,Merrimack,Sacred Heart,-3.5
10,2021-01-07 19:00:00,LIU,St. Francis (PA),-1.5
11,2021-01-07 19:00:00,Belmont,SE Missouri St.,-14.5
12,2021-01-07 20:00:00,Colorado St.,UNLV,-10.5
13,2021-01-07 20:00:00,Eastern Kentucky,Jacksonville St.,-3
14,2021-01-07 20:00:00,Northern Arizona,Idaho State,-3
15,2021-01-07 20:30:00,Northern Colorado,Montana St.,-3.5
16,2021-01-07 20:30:00,Eastern Illinois,Murray St.,4
17,2021-01-07 20:30:00,Gonzaga,Brigham Young,-17
18,2021-01-07 21:00:00,San Francisco,Portland,-17.5
19,2021-01-07 21:00:00,Northwestern,Illinois,6.5
20,2021-01-07 21:00:00,Arizona,Southern California,-3.5
21,2021-01-07 21:00:00,Stanford,Washington,-10.5
22,2021-01-07 21:00:00,Southern Utah,Idaho,-14.5
23,2021-01-07 21:00:00,Tennessee St.,Tenn-Martin,-6
24,2021-01-07 22:00:00,San Diego St.,Nevada,-13.5
25,2021-01-07 22:00:00,California,Washington St.,3
26,2021-01-07 22:30:00,Arizona State,UCLA,5
27,2021-01-07 14:00:00,SIU Edwardsville,Austin Peay,
28,2021-01-07 19:00:00,Fairleigh Dickinson,Wagner,
29,2021-01-07 19:00:00,San Diego,Saint Mary's,
30,2021-01-07 20:00:00,Portland,Loyola Marymount,
31,2021-01-07 21:00:00,San Francisco,Pepperdine,
0,2021-01-08 18:30:00,Toledo,Ohio,-4.5
1,2021-01-08 12:00:00,Milwaukee,IUPUI,-5.5
2,2021-01-08 16:00:00,Niagara,Rider,-6.5
3,2021-01-08 16:00:00,LIU,St. Francis (PA),-2.5
4,2021-01-08 16:00:00,Merrimack,Sacred Heart,-4.5
5,2021-01-08 16:00:00,St. Francis (BKN),Mount St. Mary's,-2
