,Date,visitor_neutral,PTS,home_neutral,PTS
8,2020-12-20,Carver College,43,Georgia Southern,119
9,2020-12-20,Champion Christian,50,Arkansas State,90
10,2020-12-20,Chicago State,67,Drake,111
11,2020-12-20,Cleveland State,89,Purdue-Fort Wayne,80
12,2020-12-20,Delaware State,69,Georgia Tech,97
13,2020-12-20,Freed-Hardeman,56,North Alabama,82
14,2020-12-20,Georgetown,83,St. John's (NY),94
15,2020-12-20,Grand Canyon,65,San Francisco,68
16,2020-12-20,Jackson State,45,Iowa State,60
17,2020-12-20,Maine,50,Hartford,65
18,2020-12-20,Marist,72,Manhattan,67
19,2020-12-20,Marquette,88,Xavier,91
20,2020-12-20,UMBC,65,Albany (NY),60
21,2020-12-20,Milwaukee,74,Green Bay,62
22,2020-12-20,Northeastern,62,Old Dominion,66
23,2020-12-20,Oakland,73,UIC,90
24,2020-12-20,Olivet,66,Central Michigan,127
25,2020-12-20,Oral Roberts,76,Arkansas,87
26,2020-12-20,Our Lady of the Lake,70,UTSA,102
27,2020-12-20,Providence,80,Seton Hall,77
28,2020-12-20,Robert Morris,71,Marshall,85
29,2020-12-20,Saint Louis,82,Minnesota,90
30,2020-12-20,Stony Brook,80,Binghamton,70
31,2020-12-20,Washington,69,Colorado,92
32,2020-12-20,Weber State,72,Portland State,74
33,2020-12-20,Western Illinois,81,UT-Martin,63
34,2020-12-20,Wright State,85,Detroit,72
35,2020-12-20,Youngstown State,70,Northern Kentucky,60
0,2020-12-21,Northwestern State,0,Gonzaga,0
1,2020-12-21,Arkansas-Pine Bluff,0,Baylor,0
2,2020-12-21,St. Joseph's,0,Tennessee,0
3,2020-12-21,Gardner-Webb,0,Florida State,0
4,2020-12-21,Morehead State,0,Clemson,0
5,2020-12-21,Little Rock,0,Missouri State,0
6,2020-12-21,Belhaven (MS),0,Samford,0
7,2020-12-21,Belmont,0,Evansville,0
8,2020-12-21,Bethesda University (CA),0,Southern Utah,0
9,2020-12-21,Bryant,0,UMass,0
10,2020-12-21,Cal State Bakersfield,0,Stanford,0
11,2020-12-21,College of Charleston,0,Georgia State,0
12,2020-12-21,Crowley's Ridge,0,Lipscomb,0
13,2020-12-21,Defiance,0,Miami (OH),0
14,2020-12-21,Eastern Illinois,0,SIU-Edwardsville,0
15,2020-12-21,Edward Waters,0,North Florida,0
16,2020-12-21,Florida College,0,Florida Atlantic,0
17,2020-12-21,Univ. of Ft. Lauderdale,0,Florida International,0
18,2020-12-21,Hampton,0,Charleston Southern,0
19,2020-12-21,Jacksonville,0,Kansas State,0
20,2020-12-21,Longwood,0,Virginia Tech,0
21,2020-12-21,Mississippi Valley State,0,Mississippi State,0
22,2020-12-21,Mt. St. Joseph,0,Valparaiso,0
23,2020-12-21,Murray State,0,Austin Peay,0
24,2020-12-21,New Mexico,0,Boise State,0
25,2020-12-21,New Orleans,0,Rice,0
26,2020-12-21,UNC Wilmington,0,Campbell,0
27,2020-12-21,Prairie View,0,Washington State,0
28,2020-12-21,Sacred Heart,0,Wagner,0
29,2020-12-21,Sam Houston State,0,Texas-Rio Grande Valley,0
30,2020-12-21,San Diego,0,Arizona,0
31,2020-12-21,San Diego Christian,0,UCSB,0
32,2020-12-21,San Jose State,0,Utah State,0
33,2020-12-21,South Carolina State,0,Furman,0
34,2020-12-21,Southern Illinois,0,Butler,0
35,2020-12-21,Texas Southern,0,BYU,0
36,2020-12-21,Texas State,0,Northern Arizona,0
37,2020-12-21,Tulsa,0,Memphis,0
38,2020-12-21,Vermont,0,UMass-Lowell,0
39,2020-12-21,VMI,0,George Mason,0
40,2020-12-21,Webber,0,Stetson,0
41,2020-12-21,Wofford,0,Texas A&M,0
0,2020-12-22,Purdue,0,Iowa,0
1,2020-12-22,West Virginia,0,Kansas,0
2,2020-12-22,Temple,0,Houston,0
3,2020-12-22,Nebraska,0,Wisconsin,0
4,2020-12-22,Texas Tech,0,Oklahoma,0
5,2020-12-22,Bradley,0,Missouri,0
6,2020-12-22,William & Mary,0,Virginia,0
7,2020-12-22,Saint Mary's,0,San Diego State,0
8,2020-12-22,UNC,0,NC State,0
9,2020-12-22,Louisville,0,Pitt,0
10,2020-12-22,Abilene Christian,0,Arkansas,0
11,2020-12-22,Alcorn State,0,Liberty,0
12,2020-12-22,Appalachian State,0,Auburn,0
13,2020-12-22,Ball State,0,Western Michigan,0
14,2020-12-22,Buffalo,0,St. Bonaventure,0
15,2020-12-22,Central Connecticut,0,Binghamton,0
16,2020-12-22,Charlotte,0,George Washington,0
17,2020-12-22,Chattanooga,0,Tennessee State,0
18,2020-12-22,Chicago State,0,Iowa State,0
19,2020-12-22,Cincinnati,0,UCF,0
20,2020-12-22,Colorado,0,Grand Canyon,0
21,2020-12-22,ETSU,0,Alabama,0
22,2020-12-22,Fairleigh Dickinson,0,Fairfield,0
23,2020-12-22,Georgia Southern,0,Florida Gulf Coast,0
24,2020-12-22,Hampton,0,Charleston Southern,0
25,2020-12-22,High Point,0,Eastern Kentucky,0
26,2020-12-22,Hofstra,0,Richmond,0
27,2020-12-22,Howard,0,Mount St. Mary's,0
28,2020-12-22,Howard Payne,0,Texas-Arlington,0
29,2020-12-22,Idaho State,0,Northern Colorado,0
30,2020-12-22,Jackson State,0,North Alabama,0
31,2020-12-22,La Salle,0,Maryland,0
32,2020-12-22,Lamar,0,UTSA,0
33,2020-12-22,Louisiana Tech,0,Louisiana-Monroe,0
34,2020-12-22,Maine,0,Boston College,0
35,2020-12-22,Mercer,0,Kennesaw State,0
36,2020-12-22,Montana,0,Arizona,0
37,2020-12-22,Montana State,0,Portland,0
38,2020-12-22,New Hampshire,0,NJIT,0
39,2020-12-22,Niagara,0,Albany (NY),0
40,2020-12-22,UNC Asheville,0,Marshall,0
41,2020-12-22,UNC Greensboro,0,North Carolina A&T,0
42,2020-12-22,North Dakota,0,Drake,0
43,2020-12-22,North Dakota State,0,TCU,0
44,2020-12-22,Northeastern,0,Georgia,0
45,2020-12-22,Northern Arizona,0,Denver,0
46,2020-12-22,Northern Illinois,0,Toledo,0
47,2020-12-22,Notre Dame,0,Syracuse,0
48,2020-12-22,Ohio,0,Akron,0
49,2020-12-22,Pacific,0,Cal State Northridge,0
50,2020-12-22,Portland State,0,Oregon State,0
51,2020-12-22,Presbyterian,0,Citadel,0
52,2020-12-22,Sacred Heart,0,Wagner,0
53,2020-12-22,San Diego Christian,0,UC-Riverside,0
54,2020-12-22,Southeast Missouri State,0,Indiana State,0
55,2020-12-22,St. Katherine,0,UC-San Diego,0
56,2020-12-22,UT-Martin,0,Ole Miss,0
57,2020-12-22,Tennessee Tech,0,Western Kentucky,0
58,2020-12-22,Tulane,0,East Carolina,0
59,2020-12-22,Utah,0,Arizona State,0
60,2020-12-22,Vanderbilt,0,Davidson,0
61,2020-12-22,Vermont,0,UMass-Lowell,0
62,2020-12-22,Virginia Wesleyan,0,Old Dominion,0
63,2020-12-22,Washington Adventist,0,Morgan State,0
64,2020-12-22,Wichita State,0,South Florida,0
0,2020-12-23,Villanova,0,Marquette,0
1,2020-12-23,Xavier,0,Creighton,0
2,2020-12-23,USC Upstate,0,Tennessee,0
3,2020-12-23,Illinois,0,Penn State,0
4,2020-12-23,Rutgers,0,Ohio State,0
5,2020-12-23,Cal State Bakersfield,0,Pepperdine,0
6,2020-12-23,Coppin State,0,Iona,0
7,2020-12-23,Delaware State,0,UNC Wilmington,0
8,2020-12-23,Georgetown,0,Seton Hall,0
9,2020-12-23,Georgia Tech,0,Alabama-Birmingham,0
10,2020-12-23,Idaho State,0,Northern Colorado,0
11,2020-12-23,UMKC,0,Saint Louis,0
12,2020-12-23,New Mexico,0,Boise State,0
13,2020-12-23,NJIT,0,Rider,0
14,2020-12-23,Northwestern,0,Indiana,0
15,2020-12-23,Northwestern State,0,Washington State,0
16,2020-12-23,Paul Quinn,0,Texas A&M-Corpus Christi,0
17,2020-12-23,Providence,0,Butler,0
18,2020-12-23,San Jose State,0,Utah State,0
19,2020-12-23,Santa Clara,0,Oregon State,0
20,2020-12-23,South Carolina State,0,South Carolina,0
21,2020-12-23,Southeastern Louisiana,0,Grambling,0
22,2020-12-23,St. Katherine,0,UC-San Diego,0
23,2020-12-23,Towson,0,George Mason,0
24,2020-12-23,UCLA,0,Oregon,0
25,2020-12-23,Utah Valley,0,Air Force,0
26,2020-12-23,Weber State,0,BYU,0
27,2020-12-23,Western Illinois,0,DePaul,0
0,2020-12-25,Iowa,0,Minnesota,0
1,2020-12-25,Wisconsin,0,Michigan State,0
2,2020-12-25,Michigan,0,Nebraska,0
3,2020-12-25,Maryland,0,Purdue,0
0,2020-12-26,Gonzaga,0,Virginia,0
1,2020-12-26,Houston,0,UCF,0
2,2020-12-26,Indiana,0,Illinois,0
3,2020-12-26,Ohio State,0,Northwestern,0
4,2020-12-26,Kentucky,0,Louisville,0
5,2020-12-26,Coppin State,0,Towson,0
6,2020-12-26,Green Bay,0,Wright State,0
7,2020-12-26,UIC,0,Milwaukee,0
8,2020-12-26,Norfolk State,0,George Mason,0
9,2020-12-26,Northern Kentucky,0,Oakland,0
10,2020-12-26,Robert Morris,0,Purdue-Fort Wayne,0
11,2020-12-26,Youngstown State,0,Cleveland State,0
0,2020-12-27,Binghamton,0,UMBC,0
1,2020-12-27,Cal Poly,0,Hawaii,0
2,2020-12-27,Cal State Northridge,0,Cal State Fullerton,0
3,2020-12-27,UC-Davis,0,Cal State Bakersfield,0
4,2020-12-27,UCSB,0,UC-Irvine,0
5,2020-12-27,DePaul,0,Providence,0
6,2020-12-27,Drake,0,Indiana State,0
7,2020-12-27,Evansville,0,Southern Illinois,0
8,2020-12-27,Green Bay,0,Wright State,0
9,2020-12-27,Hartford,0,New Hampshire,0
10,2020-12-27,UIC,0,Milwaukee,0
11,2020-12-27,Illinois State,0,Loyola (IL),0
12,2020-12-27,IUPUI,0,Detroit,0
13,2020-12-27,UMass-Lowell,0,Stony Brook,0
14,2020-12-27,Missouri State,0,Northern Iowa,0
15,2020-12-27,NJIT,0,Vermont,0
16,2020-12-27,Northern Kentucky,0,Oakland,0
17,2020-12-27,Robert Morris,0,Purdue-Fort Wayne,0
18,2020-12-27,Youngstown State,0,Cleveland State,0
0,2020-12-28,Michigan State,0,Minnesota,0
1,2020-12-28,Maryland,0,Wisconsin,0
2,2020-12-28,Binghamton,0,UMBC,0
3,2020-12-28,Cal Poly,0,Hawaii,0
4,2020-12-28,Cal State Northridge,0,Cal State Fullerton,0
5,2020-12-28,UC-Davis,0,Cal State Bakersfield,0
6,2020-12-28,UCSB,0,UC-Irvine,0
7,2020-12-28,Carver College,0,Troy,0
8,2020-12-28,Fresno State,0,Colorado State,0
9,2020-12-28,Hartford,0,New Hampshire,0
10,2020-12-28,UMass-Lowell,0,Stony Brook,0
11,2020-12-28,Mississippi Valley State,0,Western Kentucky,0
12,2020-12-28,NJIT,0,Vermont,0
0,2020-12-29,Dixie State,0,Gonzaga,0
1,2020-12-29,Central Arkansas,0,Baylor,0
2,2020-12-29,Northwestern,0,Iowa,0
3,2020-12-29,Houston,0,Tulsa,0
4,2020-12-29,Buffalo,0,West Virginia,0
5,2020-12-29,Texas A&M-Corpus Christi,0,Texas,0
6,2020-12-29,Incarnate Word,0,Texas Tech,0
7,2020-12-29,Florida State,0,Clemson,0
8,2020-12-29,Purdue,0,Rutgers,0
9,2020-12-29,Pitt,0,Duke,0
10,2020-12-29,Alcorn State,0,Santa Clara,0
11,2020-12-29,Ball State,0,Northern Illinois,0
12,2020-12-29,Champion Christian,0,McNeese State,0
13,2020-12-29,Coppin State,0,Rider,0
14,2020-12-29,Denver,0,Grand Canyon,0
15,2020-12-29,Freed-Hardeman,0,Lipscomb,0
16,2020-12-29,LeTourneau,0,Sam Houston State,0
17,2020-12-29,Miami (FL),0,Virginia Tech,0
18,2020-12-29,Ole Miss,0,Alabama,0
19,2020-12-29,Omaha,0,Kansas State,0
20,2020-12-29,Norfolk State,0,North Carolina A&T,0
21,2020-12-29,Ohio,0,Miami (OH),0
22,2020-12-29,San Diego Christian,0,Utah Valley,0
23,2020-12-29,South Carolina,0,Kentucky,0
24,2020-12-29,South Dakota,0,Kansas State,0
25,2020-12-29,South Florida,0,Memphis,0
26,2020-12-29,Southeastern Louisiana,0,Lamar,0
27,2020-12-29,St. Thomas (TX),0,Kennesaw State,0
28,2020-12-29,Texas A&M,0,LSU,0
29,2020-12-29,William Jessup,0,Pacific,0
30,2020-12-29,Wyoming,0,Fresno State,0
0,2020-12-30,St. John's (NY),0,Villanova,0
1,2020-12-30,Creighton,0,Georgetown,0
2,2020-12-30,Tennessee,0,Missouri,0
3,2020-12-30,Virginia,0,Notre Dame,0
4,2020-12-30,Nebraska,0,Ohio State,0
5,2020-12-30,UNC,0,Georgia Tech,0
6,2020-12-30,Arkansas,0,Auburn,0
7,2020-12-30,Austin Peay,0,Tennessee State,0
8,2020-12-30,Boston College,0,NC State,0
9,2020-12-30,Butler,0,Providence,0
10,2020-12-30,Campbell,0,Winthrop,0
11,2020-12-30,Champion Christian,0,McNeese State,0
12,2020-12-30,Dallas Christian,0,Houston Baptist,0
13,2020-12-30,DePaul,0,UConn,0
14,2020-12-30,Duquesne,0,Saint Louis,0
15,2020-12-30,East Carolina,0,Wichita State,0
16,2020-12-30,Eastern Illinois,0,Eastern Kentucky,0
17,2020-12-30,Florida,0,Vanderbilt,0
18,2020-12-30,Fresno State,0,Colorado State,0
19,2020-12-30,Furman,0,Chattanooga,0
20,2020-12-30,Gardner-Webb,0,Hampton,0
21,2020-12-30,George Mason,0,UMass,0
22,2020-12-30,George Washington,0,Fordham,0
23,2020-12-30,La Salle,0,Dayton,0
24,2020-12-30,Mississippi State,0,Georgia,0
25,2020-12-30,Murray State,0,Belmont,0
26,2020-12-30,UNC Asheville,0,Longwood,0
27,2020-12-30,UNC Greensboro,0,Citadel,0
28,2020-12-30,Penn State,0,Indiana,0
29,2020-12-30,Radford,0,Presbyterian,0
30,2020-12-30,Richmond,0,Davidson,0
31,2020-12-30,Sacramento State,0,Saint Mary's,0
32,2020-12-30,Seattle,0,Portland,0
33,2020-12-30,USC Upstate,0,High Point,0
34,2020-12-30,Southeast Missouri State,0,Tennessee Tech,0
35,2020-12-30,SMU,0,Temple,0
36,2020-12-30,St. Bonaventure,0,Rhode Island,0
37,2020-12-30,Syracuse,0,Wake Forest,0
38,2020-12-30,UT-Martin,0,Jacksonville State,0
39,2020-12-30,Texas Southern,0,TCU,0
40,2020-12-30,Tulane,0,UCF,0
41,2020-12-30,VCU,0,St. Joseph's,0
42,2020-12-30,VMI,0,Samford,0
43,2020-12-30,Western Carolina,0,ETSU,0
44,2020-12-30,Wofford,0,Mercer,0
0,2020-12-31,Minnesota,0,Wisconsin,0
1,2020-12-31,San Diego State,0,UNLV,0
2,2020-12-31,Michigan,0,Maryland,0
3,2020-12-31,Arizona,0,Washington,0
4,2020-12-31,Arizona State,0,Washington State,0
5,2020-12-31,Boise State,0,San Jose State,0
6,2020-12-31,Bradley,0,Southern Illinois,0
7,2020-12-31,BYU,0,Pepperdine,0
8,2020-12-31,California,0,Oregon,0
9,2020-12-31,Campbell,0,Winthrop,0
10,2020-12-31,Colorado,0,USC,0
11,2020-12-31,Gardner-Webb,0,Hampton,0
12,2020-12-31,Louisiana College,0,Northwestern State,0
13,2020-12-31,McMurry,0,Incarnate Word,0
14,2020-12-31,Nevada,0,New Mexico,0
15,2020-12-31,UNC Asheville,0,Longwood,0
16,2020-12-31,Northern Arizona,0,Idaho,0
17,2020-12-31,Northern Colorado,0,Montana,0
18,2020-12-31,Portland State,0,Eastern Washington,0
19,2020-12-31,Radford,0,Presbyterian,0
20,2020-12-31,San Diego,0,San Francisco,0
21,2020-12-31,USC Upstate,0,High Point,0
22,2020-12-31,Southern Utah,0,Montana State,0
23,2020-12-31,Stanford,0,Oregon State,0
24,2020-12-31,Utah,0,UCLA,0
25,2020-12-31,Utah State,0,Air Force,0
26,2020-12-31,Weber State,0,Idaho State,0
0,2021-01-01,Alabama-Birmingham,0,North Texas,0
1,2021-01-01,Arkansas State,0,Louisiana-Monroe,0
2,2021-01-01,Cal State Bakersfield,0,Long Beach State,0
3,2021-01-01,Cal State Fullerton,0,UCSB,0
4,2021-01-01,UC-Irvine,0,Cal State Northridge,0
5,2021-01-01,UC-San Diego,0,Cal Poly,0
6,2021-01-01,Cleveland State,0,IUPUI,0
7,2021-01-01,Detroit,0,UIC,0
8,2021-01-01,Georgia State,0,Coastal Carolina,0
9,2021-01-01,Green Bay,0,Youngstown State,0
10,2021-01-01,Purdue-Fort Wayne,0,Northern Kentucky,0
11,2021-01-01,Jacksonville,0,Kennesaw State,0
12,2021-01-01,Liberty,0,Lipscomb,0
13,2021-01-01,Marshall,0,Louisiana Tech,0
14,2021-01-01,McMurry,0,Incarnate Word,0
15,2021-01-01,Middle Tennessee,0,Florida Atlantic,0
16,2021-01-01,Milwaukee,0,Robert Morris,0
17,2021-01-01,Monmouth,0,Siena,0
18,2021-01-01,Niagara,0,Iona,0
19,2021-01-01,North Alabama,0,Florida Gulf Coast,0
20,2021-01-01,North Florida,0,Stetson,0
21,2021-01-01,Old Dominion,0,Florida International,0
22,2021-01-01,Quinnipiac,0,Marist,0
23,2021-01-01,Rider,0,Fairfield,0
24,2021-01-01,St. Peter's,0,Canisius,0
25,2021-01-01,South Alabama,0,Georgia Southern,0
26,2021-01-01,Texas-Arlington,0,Little Rock,0
27,2021-01-01,UTEP,0,Southern Miss,0
28,2021-01-01,UTSA,0,Rice,0
29,2021-01-01,Texas State,0,Louisiana,0
30,2021-01-01,Troy,0,Appalachian State,0
31,2021-01-01,Western Kentucky,0,Charlotte,0
32,2021-01-01,Wright State,0,Oakland,0
0,2021-01-02,San Francisco,0,Gonzaga,0
1,2021-01-02,Baylor,0,Iowa State,0
2,2021-01-02,Iowa,0,Rutgers,0
3,2021-01-02,Michigan State,0,Nebraska,0
4,2021-01-02,Texas,0,Kansas,0
5,2021-01-02,Villanova,0,Xavier,0
6,2021-01-02,West Virginia,0,Oklahoma,0
7,2021-01-02,Creighton,0,Providence,0
8,2021-01-02,Alabama,0,Tennessee,0
9,2021-01-02,Purdue,0,Illinois,0
10,2021-01-02,Oklahoma State,0,Texas Tech,0
11,2021-01-02,Duke,0,Florida State,0
12,2021-01-02,Missouri,0,Arkansas,0
13,2021-01-02,Virginia Tech,0,Virginia,0
14,2021-01-02,San Diego State,0,UNLV,0
15,2021-01-02,Syracuse,0,UNC,0
16,2021-01-02,Louisville,0,Boston College,0
17,2021-01-02,Clemson,0,Miami (FL),0
18,2021-01-02,Alabama-Birmingham,0,North Texas,0
19,2021-01-02,Albany (NY),0,Vermont,0
20,2021-01-02,American,0,Loyola (MD),0
21,2021-01-02,Arizona,0,Washington State,0
22,2021-01-02,Arizona State,0,Washington,0
23,2021-01-02,Arkansas State,0,Louisiana-Monroe,0
24,2021-01-02,Army,0,Colgate,0
25,2021-01-02,Auburn,0,Texas A&M,0
26,2021-01-02,Belmont,0,UT-Martin,0
27,2021-01-02,Bethesda University (CA),0,Dixie State,0
28,2021-01-02,Binghamton,0,Hartford,0
29,2021-01-02,Boise State,0,San Jose State,0
30,2021-01-02,Boston University,0,Holy Cross,0
31,2021-01-02,Bowling Green State,0,Northern Illinois,0
32,2021-01-02,BYU,0,San Diego,0
33,2021-01-02,Bucknell,0,Navy,0
34,2021-01-02,Buffalo,0,Akron,0
35,2021-01-02,Butler,0,Seton Hall,0
36,2021-01-02,Cal State Bakersfield,0,Long Beach State,0
37,2021-01-02,Cal State Fullerton,0,UCSB,0
38,2021-01-02,California,0,Oregon State,0
39,2021-01-02,UC-Irvine,0,Cal State Northridge,0
40,2021-01-02,UC-San Diego,0,Cal Poly,0
41,2021-01-02,Central Arkansas,0,McNeese State,0
42,2021-01-02,UCF,0,South Florida,0
43,2021-01-02,Chattanooga,0,VMI,0
44,2021-01-02,Citadel,0,Western Carolina,0
45,2021-01-02,Cleveland State,0,IUPUI,0
46,2021-01-02,College of Charleston,0,Delaware,0
47,2021-01-02,Colorado,0,UCLA,0
48,2021-01-02,Davidson,0,VCU,0
49,2021-01-02,Delaware State,0,Coppin State,0
50,2021-01-02,Denver,0,South Dakota,0
51,2021-01-02,DePaul,0,St. John's (NY),0
52,2021-01-02,Detroit,0,UIC,0
53,2021-01-02,Duquesne,0,George Washington,0
54,2021-01-02,East Carolina,0,Tulane,0
55,2021-01-02,ETSU,0,UNC Greensboro,0
56,2021-01-02,Eastern Kentucky,0,Austin Peay,0
57,2021-01-02,Elon,0,Northeastern,0
58,2021-01-02,Florida A&M,0,South Carolina,0
59,2021-01-02,Fordham,0,La Salle,0
60,2021-01-02,George Mason,0,Dayton,0
61,2021-01-02,Georgia State,0,Coastal Carolina,0
62,2021-01-02,Grambling,0,Alabama State,0
63,2021-01-02,Green Bay,0,Youngstown State,0
64,2021-01-02,Howard,0,Norfolk State,0
65,2021-01-02,Idaho State,0,Weber State,0
66,2021-01-02,Indiana State,0,Missouri State,0
67,2021-01-02,Purdue-Fort Wayne,0,Northern Kentucky,0
68,2021-01-02,Jackson State,0,Alabama A&M,0
69,2021-01-02,Jacksonville,0,Kennesaw State,0
70,2021-01-02,Jacksonville State,0,SIU-Edwardsville,0
71,2021-01-02,James Madison,0,Towson,0
72,2021-01-02,Kent State,0,Eastern Michigan,0
73,2021-01-02,Kentucky,0,Mississippi State,0
74,2021-01-02,Lafayette,0,Lehigh,0
75,2021-01-02,Lamar,0,Abilene Christian,0
76,2021-01-02,Liberty,0,Lipscomb,0
77,2021-01-02,LSU,0,Florida,0
78,2021-01-02,Loyola Marymount,0,Santa Clara,0
79,2021-01-02,Marquette,0,Georgetown,0
80,2021-01-02,Marshall,0,Louisiana Tech,0
81,2021-01-02,UMBC,0,Stony Brook,0
82,2021-01-02,UMass,0,Saint Louis,0
83,2021-01-02,Memphis,0,Temple,0
84,2021-01-02,Mercer,0,Furman,0
85,2021-01-02,Miami (OH),0,Central Michigan,0
86,2021-01-02,Middle Tennessee,0,Florida Atlantic,0
87,2021-01-02,Milwaukee,0,Robert Morris,0
88,2021-01-02,Mississippi Valley State,0,Arkansas-Pine Bluff,0
89,2021-01-02,UMKC,0,North Dakota,0
90,2021-01-02,Monmouth,0,Siena,0
91,2021-01-02,Morehead State,0,Murray State,0
92,2021-01-02,Mt. St. Joseph,0,Bellarmine,0
93,2021-01-02,Nevada,0,New Mexico,0
94,2021-01-02,New Hampshire,0,Maine,0
95,2021-01-02,New Orleans,0,Stephen F. Austin,0
96,2021-01-02,Niagara,0,Iona,0
97,2021-01-02,NJIT,0,UMass-Lowell,0
98,2021-01-02,North Alabama,0,Florida Gulf Coast,0
99,2021-01-02,North Carolina A&T,0,South Carolina State,0
100,2021-01-02,UNC Wilmington,0,Drexel,0
101,2021-01-02,North Dakota State,0,Western Illinois,0
102,2021-01-02,North Florida,0,Stetson,0
103,2021-01-02,Northern Arizona,0,Idaho,0
104,2021-01-02,Northern Colorado,0,Montana,0
105,2021-01-02,Northern Iowa,0,Evansville,0
106,2021-01-02,Northwestern State,0,Houston Baptist,0
107,2021-01-02,Notre Dame,0,Pitt,0
108,2021-01-02,Ohio,0,Ball State,0
109,2021-01-02,Old Dominion,0,Florida International,0
110,2021-01-02,Oral Roberts,0,Omaha,0
111,2021-01-02,Pepperdine,0,Saint Mary's,0
112,2021-01-02,Portland,0,Pacific,0
113,2021-01-02,Portland State,0,Eastern Washington,0
114,2021-01-02,Prairie View,0,Southern,0
115,2021-01-02,Quinnipiac,0,Marist,0
116,2021-01-02,Rider,0,Fairfield,0
117,2021-01-02,St. Peter's,0,Canisius,0
118,2021-01-02,Sam Houston State,0,Nicholls State,0
119,2021-01-02,Samford,0,Wofford,0
120,2021-01-02,South Alabama,0,Georgia Southern,0
121,2021-01-02,Southern Utah,0,Montana State,0
122,2021-01-02,St. Bonaventure,0,Richmond,0
123,2021-01-02,Stanford,0,Oregon,0
124,2021-01-02,Tennessee State,0,Southeast Missouri State,0
125,2021-01-02,Tennessee Tech,0,Eastern Illinois,0
126,2021-01-02,Texas A&M-Corpus Christi,0,Southeastern Louisiana,0
127,2021-01-02,Texas-Arlington,0,Little Rock,0
128,2021-01-02,TCU,0,Kansas State,0
129,2021-01-02,UTEP,0,Southern Miss,0
130,2021-01-02,UTSA,0,Rice,0
131,2021-01-02,Texas Southern,0,Alcorn State,0
132,2021-01-02,Texas State,0,Louisiana,0
133,2021-01-02,Toledo,0,Western Michigan,0
134,2021-01-02,Troy,0,Appalachian State,0
135,2021-01-02,Tulsa,0,Cincinnati,0
136,2021-01-02,Utah,0,USC,0
137,2021-01-02,Utah State,0,Air Force,0
138,2021-01-02,Valparaiso,0,Illinois State,0
139,2021-01-02,Western Kentucky,0,Charlotte,0
140,2021-01-02,Wichita State,0,Ole Miss,0
141,2021-01-02,William & Mary,0,Hofstra,0
142,2021-01-02,Wright State,0,Oakland,0
143,2021-01-02,Wyoming,0,Fresno State,0
0,2021-01-03,Houston,0,SMU,0
1,2021-01-03,Wisconsin,0,Penn State,0
2,2021-01-03,Ohio State,0,Minnesota,0
3,2021-01-03,Northwestern,0,Michigan,0
4,2021-01-03,Albany (NY),0,Vermont,0
5,2021-01-03,Binghamton,0,Hartford,0
6,2021-01-03,Colgate,0,Army,0
7,2021-01-03,College of Charleston,0,Delaware,0
8,2021-01-03,Denver,0,South Dakota,0
9,2021-01-03,Elon,0,Northeastern,0
10,2021-01-03,Holy Cross,0,Boston University,0
11,2021-01-03,Lehigh,0,Lafayette,0
12,2021-01-03,Loyola (MD),0,American,0
13,2021-01-03,UMBC,0,Stony Brook,0
14,2021-01-03,UMKC,0,North Dakota,0
15,2021-01-03,Navy,0,Bucknell,0
16,2021-01-03,New Hampshire,0,Maine,0
17,2021-01-03,NJIT,0,UMass-Lowell,0
18,2021-01-03,UNC Wilmington,0,Drexel,0
19,2021-01-03,North Dakota State,0,Western Illinois,0
20,2021-01-03,Northern Iowa,0,Bradley,0
21,2021-01-03,Oral Roberts,0,Omaha,0
22,2021-01-03,St. Joseph's,0,Rhode Island,0
23,2021-01-03,Southern Illinois,0,Illinois State,0
24,2021-01-03,Wake Forest,0,Georgia Tech,0
25,2021-01-03,William & Mary,0,Hofstra,0
0,2021-01-04,West Virginia,0,Oklahoma State,0
1,2021-01-04,Charleston Southern,0,Gardner-Webb,0
2,2021-01-04,Grambling,0,Alabama A&M,0
3,2021-01-04,Hampton,0,Radford,0
4,2021-01-04,High Point,0,Campbell,0
5,2021-01-04,Jackson State,0,Alabama State,0
6,2021-01-04,Longwood,0,USC Upstate,0
7,2021-01-04,Maryland,0,Indiana,0
8,2021-01-04,Norfolk State,0,Howard,0
9,2021-01-04,North Carolina A&T,0,North Carolina Central,0
10,2021-01-04,Prairie View,0,Alcorn State,0
11,2021-01-04,Presbyterian,0,UNC Asheville,0
12,2021-01-04,Texas Southern,0,Southern,0
13,2021-01-04,Towson,0,James Madison,0
14,2021-01-04,Wyoming,0,Fresno State,0
0,2021-01-05,Rutgers,0,Michigan State,0
1,2021-01-05,Kansas,0,TCU,0
2,2021-01-05,Villanova,0,DePaul,0
3,2021-01-05,Iowa State,0,Texas,0
4,2021-01-05,Kansas State,0,Texas Tech,0
5,2021-01-05,Missouri,0,Mississippi State,0
6,2021-01-05,UNC,0,Miami (FL),0
7,2021-01-05,NC State,0,Clemson,0
8,2021-01-05,Bowling Green State,0,Miami (OH),0
9,2021-01-05,Central Michigan,0,Akron,0
10,2021-01-05,Charleston Southern,0,Gardner-Webb,0
11,2021-01-05,UConn,0,Marquette,0
12,2021-01-05,Dallas Christian,0,Texas-Rio Grande Valley,0
13,2021-01-05,Davidson,0,Duquesne,0
14,2021-01-05,Dayton,0,Fordham,0
