,Date,visitor_neutral,PTS,home_neutral,PTS
49,2020-01-02,Sam Houston State,94,McNeese State,75
50,2020-01-02,San Diego,58,Loyola Marymount,64
51,2020-01-02,Seattle,86,UMKC,90
52,2020-01-02,South Alabama,60,Louisiana,57
53,2020-01-02,USC Upstate,75,Charleston Southern,89
54,2020-01-02,Southeast Missouri State,63,Austin Peay,78
55,2020-01-02,USC,65,Washington State,56
56,2020-01-02,SIU-Edwardsville,79,Belmont,69
57,2020-01-02,Stephen F. Austin,82,Southeastern Louisiana,71
58,2020-01-02,UT-Martin,76,Murray State,89
59,2020-01-02,Tennessee Tech,59,Eastern Kentucky,74
60,2020-01-02,Texas-Arlington,73,Arkansas State,52
61,2020-01-02,UTEP,67,Florida International,69
62,2020-01-02,Texas-Rio Grande Valley,67,California Baptist,76
63,2020-01-02,UTSA,64,Florida Atlantic,79
64,2020-01-02,Texas State,68,Little Rock,72
65,2020-01-02,Towson,69,College of Charleston,81
66,2020-01-02,Troy,63,Louisiana-Monroe,79
67,2020-01-02,UCLA,66,Washington,64
68,2020-01-02,Utah Valley,94,Chicago State,73
69,2020-01-02,Vermont,77,Dartmouth,68
70,2020-01-02,Wagner,66,Mount St. Mary's,47
71,2020-01-02,Western Illinois,74,North Dakota State,94
72,2020-01-02,Westmont,66,UCSB,87
73,2020-01-02,William & Mary,88,Hofstra,61
0,2020-01-03,Wisconsin,61,Ohio State,57
1,2020-01-03,UCF,63,Houston,78
2,2020-01-03,Delaware,55,Drexel,61
3,2020-01-03,Fairfield,66,Niagara,75
4,2020-01-03,Georgetown,62,Seton Hall,78
5,2020-01-03,Holy Names,41,UC-Davis,101
6,2020-01-03,UIC,71,Green Bay,85
7,2020-01-03,IUPUI,74,Milwaukee,78
8,2020-01-03,Kent State,79,Bowling Green State,61
9,2020-01-03,Manhattan,71,Canisius,67
10,2020-01-03,Mid-Atlantic Christian,61,North Carolina A&T,123
11,2020-01-03,Monmouth,72,Siena,75
12,2020-01-03,Northern Kentucky,58,Detroit,66
13,2020-01-03,Quinnipiac,63,Marist,58
14,2020-01-03,Rutgers,79,Nebraska,62
15,2020-01-03,St. Peter's,75,Iona,74
16,2020-01-03,St. Katherine,52,Cal State Fullerton,103
17,2020-01-03,Temple,44,Tulsa,70
18,2020-01-03,Toledo,57,Ball State,61
19,2020-01-03,Vanguard,82,Cal Poly,85
20,2020-01-03,Wright State,96,Oakland,69
0,2020-01-04,Pepperdine,70,Gonzaga,75
1,2020-01-04,Duke,95,Miami (FL),62
2,2020-01-04,West Virginia,53,Kansas,60
3,2020-01-04,Oregon,69,Utah,64
4,2020-01-04,Texas,44,Baylor,59
5,2020-01-04,Florida State,78,Louisville,65
6,2020-01-04,Auburn,80,Mississippi State,68
7,2020-01-04,Georgia,65,Memphis,62
8,2020-01-04,Villanova,60,Marquette,71
9,2020-01-04,Creighton,57,Butler,71
10,2020-01-04,San Diego State,77,Utah State,68
11,2020-01-04,Indiana,59,Maryland,75
12,2020-01-04,Missouri,59,Kentucky,71
13,2020-01-04,Virginia Tech,39,Virginia,65
14,2020-01-04,Iowa,86,Penn State,89
15,2020-01-04,Oklahoma State,50,Texas Tech,85
16,2020-01-04,Ole Miss,54,Wichita State,74
17,2020-01-04,Arizona State,47,Arizona,75
18,2020-01-04,Abilene Christian,74,Lamar,62
19,2020-01-04,Air Force,59,UNLV,71
20,2020-01-04,Akron,69,Eastern Michigan,45
21,2020-01-04,Alabama,98,Florida,104
22,2020-01-04,Alabama A&M,60,Grambling,70
23,2020-01-04,Alabama-Birmingham,52,Old Dominion,58
24,2020-01-04,Alabama State,67,Jackson State,70
25,2020-01-04,Albany (NY),74,Binghamton,62
26,2020-01-04,Alcorn State,70,Prairie View,84
27,2020-01-04,Arkansas-Pine Bluff,80,Mississippi Valley State,76
28,2020-01-04,Bethune-Cookman,72,Norfolk State,85
29,2020-01-04,Boise State,66,Nevada,83
30,2020-01-04,Bradley,64,Northern Iowa,69
31,2020-01-04,Cal State Los Angeles,60,Long Beach State,76
32,2020-01-04,UC-Irvine,73,Harvard,77
33,2020-01-04,Charleston Southern,85,Hampton,92
34,2020-01-04,Chattanooga,70,Mercer,61
35,2020-01-04,Cincinnati,71,Tulane,76
36,2020-01-04,UConn,60,South Florida,75
37,2020-01-04,ETSU,56,Furman,65
38,2020-01-04,Eastern Illinois,55,Belmont,87
39,2020-01-04,Elon,75,Hofstra,102
40,2020-01-04,Fairleigh Dickinson,77,Bryant,73
41,2020-01-04,Florida A&M,45,North Carolina Central,61
42,2020-01-04,Georgia Southern,72,Appalachian State,74
43,2020-01-04,Georgia State,72,Coastal Carolina,74
44,2020-01-04,Georgia Tech,96,UNC,83
45,2020-01-04,Grand Canyon,62,Cal State Bakersfield,69
46,2020-01-04,High Point,62,Radford,73
47,2020-01-04,Howard,66,Maryland-Eastern Shore,78
48,2020-01-04,Idaho State,49,Sacramento State,68
49,2020-01-04,Illinois State,55,Southern Illinois,67
50,2020-01-04,Indiana State,76,Drake,80
51,2020-01-04,Iowa State,79,TCU,81
52,2020-01-04,Jacksonville State,80,Eastern Kentucky,71
53,2020-01-04,James Madison,69,College of Charleston,85
54,2020-01-04,Kansas State,61,Oklahoma,66
55,2020-01-04,Liberty,65,NJIT,38
56,2020-01-04,Lipscomb,61,Florida Gulf Coast,68
57,2020-01-04,LIU,73,Mount St. Mary's,82
58,2020-01-04,LSU,78,Tennessee,64
59,2020-01-04,Loyola Marymount,38,BYU,63
60,2020-01-04,UMass-Lowell,86,UMBC,73
61,2020-01-04,McNeese State,69,Central Arkansas,79
62,2020-01-04,Miami (OH),82,Central Michigan,93
63,2020-01-04,Middle Tennessee,62,Charlotte,68
64,2020-01-04,Missouri State,58,Loyola (IL),62
65,2020-01-04,Montana,66,Northern Colorado,74
66,2020-01-04,Montana State,53,Southern Utah,59
67,2020-01-04,Morgan State,81,Delaware State,68
68,2020-01-04,New Hampshire,52,Hartford,61
69,2020-01-04,New Mexico State,86,California Baptist,71
70,2020-01-04,Nicholls State,70,Sam Houston State,58
71,2020-01-04,UNC Greensboro,92,Wofford,98
72,2020-01-04,NC State,70,Clemson,81
73,2020-01-04,North Florida,81,North Alabama,65
74,2020-01-04,North Texas,67,Marshall,64
75,2020-01-04,Northern Illinois,73,Buffalo,72
76,2020-01-04,Notre Dame,88,Syracuse,87
77,2020-01-04,Ohio,65,Western Michigan,77
78,2020-01-04,Oral Roberts,67,Omaha,74
79,2020-01-04,Portland State,69,Eastern Washington,71
80,2020-01-04,Presbyterian,68,Gardner-Webb,62
81,2020-01-04,Princeton,78,Penn,64
82,2020-01-04,Providence,66,DePaul,65
83,2020-01-04,Rice,61,Western Kentucky,68
84,2020-01-04,Robert Morris,69,Merrimack,58
85,2020-01-04,Sacred Heart,81,Wagner,74
86,2020-01-04,Saint Francis (PA),93,Central Connecticut,69
87,2020-01-04,Saint Mary's,99,Pacific,107
88,2020-01-04,Samford,78,VMI,75
89,2020-01-04,San Diego,63,Santa Clara,80
90,2020-01-04,San Diego Christian,51,UC-Riverside,89
91,2020-01-04,San Francisco,65,Portland,76
92,2020-01-04,San Jose State,64,Fresno State,79
93,2020-01-04,Seattle,86,Chicago State,54
94,2020-01-04,South Alabama,49,Louisiana-Monroe,69
95,2020-01-04,South Carolina State,79,Coppin State,75
96,2020-01-04,USC Upstate,73,Longwood,56
97,2020-01-04,Southeast Missouri State,59,Murray State,81
98,2020-01-04,Southeastern Louisiana,84,Texas A&M-Corpus Christi,80
99,2020-01-04,Southern,68,Texas Southern,77
100,2020-01-04,SIU-Edwardsville,74,Tennessee State,79
101,2020-01-04,SMU,92,Vanderbilt,81
102,2020-01-04,Southern Miss,50,Louisiana Tech,78
103,2020-01-04,St. Katherine,75,Cal State Northridge,109
104,2020-01-04,Stephen F. Austin,87,New Orleans,68
105,2020-01-04,Stetson,57,Kennesaw State,54
106,2020-01-04,UT-Martin,63,Austin Peay,82
107,2020-01-04,Tennessee Tech,72,Morehead State,83
108,2020-01-04,Texas A&M,59,Arkansas,69
109,2020-01-04,Texas-Arlington,89,Little Rock,92
110,2020-01-04,UTEP,56,Florida Atlantic,59
111,2020-01-04,UTSA,83,Florida International,90
112,2020-01-04,Texas State,70,Arkansas State,67
113,2020-01-04,Towson,67,UNC Wilmington,60
114,2020-01-04,Troy,62,Louisiana,79
115,2020-01-04,UCLA,71,Washington State,79
116,2020-01-04,Utah Valley,63,UMKC,68
117,2020-01-04,Valparaiso,81,Evansville,79
118,2020-01-04,Wake Forest,69,Pitt,65
119,2020-01-04,Weber State,64,Northern Arizona,72
120,2020-01-04,Western Carolina,86,Citadel,82
121,2020-01-04,Western Illinois,56,South Dakota State,91
122,2020-01-04,William & Mary,66,Northeastern,64
123,2020-01-04,Winthrop,87,Campbell,72
124,2020-01-04,Wyoming,61,Colorado State,72
125,2020-01-04,Youngstown State,74,Cleveland State,82
0,2020-01-05,Michigan,69,Michigan State,87
1,2020-01-05,Dayton,80,St. Joseph's,67
2,2020-01-05,Boston University,63,American,67
3,2020-01-05,Bucknell,78,Lafayette,66
4,2020-01-05,Davidson,64,Duquesne,71
5,2020-01-05,Denver,78,South Dakota,80
6,2020-01-05,Fairfield,46,Canisius,42
7,2020-01-05,Houston Baptist,79,Northwestern State,106
8,2020-01-05,UIC,62,Milwaukee,64
9,2020-01-05,Iona,61,Monmouth,73
10,2020-01-05,Purdue-Fort Wayne,69,North Dakota,83
11,2020-01-05,IUPUI,93,Green Bay,78
12,2020-01-05,La Salle,66,Fordham,60
13,2020-01-05,Loyola (MD),71,Lehigh,78
14,2020-01-05,Manhattan,67,Niagara,62
15,2020-01-05,Marist,40,St. Peter's,66
16,2020-01-05,UMass,80,Saint Louis,83
17,2020-01-05,Navy,61,Holy Cross,63
18,2020-01-05,Northern Kentucky,75,Oakland,64
19,2020-01-05,Northland,43,North Dakota State,97
20,2020-01-05,Northwestern,68,Minnesota,77
21,2020-01-05,Oregon State,76,Colorado,68
22,2020-01-05,Purdue,37,Illinois,63
23,2020-01-05,Richmond,69,Rhode Island,61
24,2020-01-05,Siena,77,Rider,85
25,2020-01-05,USC,40,Washington,72
26,2020-01-05,St. Bonaventure,71,George Washington,66
27,2020-01-05,St. John's (NY),67,Xavier,75
28,2020-01-05,Stony Brook,73,Maine,52
29,2020-01-05,VCU,72,George Mason,59
30,2020-01-05,Wright State,70,Detroit,69
0,2020-01-06,West Virginia,55,Oklahoma State,41
1,2020-01-06,Alabama A&M,66,Jackson State,57
2,2020-01-06,Alabama State,63,Grambling,68
3,2020-01-06,Alcorn State,95,Texas Southern,80
4,2020-01-06,Bethune-Cookman,102,Howard,73
5,2020-01-06,Colgate,70,Army,65
6,2020-01-06,Florida A&M,90,North Carolina A&T,97
7,2020-01-06,Georgia Southern,73,Little Rock,79
8,2020-01-06,Georgia State,87,Arkansas State,90
9,2020-01-06,Louisiana,81,Appalachian State,73
10,2020-01-06,Louisiana-Monroe,64,Coastal Carolina,93
11,2020-01-06,Norfolk State,82,Coppin State,59
12,2020-01-06,South Alabama,66,Texas-Arlington,54
13,2020-01-06,South Carolina State,63,Morgan State,77
14,2020-01-06,Southern,54,Prairie View,64
15,2020-01-06,Troy,71,Texas State,63
0,2020-01-07,Baylor,57,Texas Tech,52
1,2020-01-07,Ohio State,55,Maryland,67
2,2020-01-07,Miami (FL),58,Louisville,74
3,2020-01-07,Kentucky,78,Georgia,69
4,2020-01-07,Villanova,64,Creighton,59
5,2020-01-07,Virginia,53,Boston College,60
6,2020-01-07,Penn State,61,Rutgers,72
7,2020-01-07,Buffalo,68,Ball State,88
8,2020-01-07,Eastern Michigan,68,Ohio,74
9,2020-01-07,Florida,81,South Carolina,68
10,2020-01-07,Fresno State,64,New Mexico,78
11,2020-01-07,Houston,78,Temple,74
12,2020-01-07,Indiana State,60,Northern Iowa,68
13,2020-01-07,Iowa,70,Nebraska,76
14,2020-01-07,Johnson & Wales (RI),53,Brown,79
15,2020-01-07,Loyola (IL),62,Drake,65
16,2020-01-07,Miami (OH),76,Bowling Green State,78
17,2020-01-07,Ole Miss,47,Texas A&M,57
18,2020-01-07,Missouri State,67,Illinois State,63
19,2020-01-07,Northern Illinois,67,Central Michigan,68
20,2020-01-07,Providence,81,Marquette,80
21,2020-01-07,Purchase College,68,Cornell,100
22,2020-01-07,Rider,61,Quinnipiac,80
23,2020-01-07,South Florida,59,East Carolina,62
24,2020-01-07,Tennessee,69,Missouri,59
25,2020-01-07,TCU,59,Kansas State,57
26,2020-01-07,Toledo,77,Kent State,84
27,2020-01-07,Utah State,60,Air Force,79
28,2020-01-07,Valparaiso,50,Southern Illinois,63
29,2020-01-07,Virginia Tech,67,Syracuse,63
30,2020-01-07,Western Michigan,69,Akron,84
0,2020-01-08,Duke,73,Georgia Tech,64
1,2020-01-08,Kansas,79,Iowa State,53
2,2020-01-08,Vanderbilt,79,Auburn,83
3,2020-01-08,San Diego State,72,Wyoming,52
4,2020-01-08,Florida State,78,Wake Forest,68
5,2020-01-08,American,68,Army,60
6,2020-01-08,Arkansas,77,LSU,79
7,2020-01-08,Bradley,72,Evansville,52
8,2020-01-08,California Baptist,83,Cal State Bakersfield,75
9,2020-01-08,UCSB,63,Cal Poly,45
10,2020-01-08,Campbell,64,UNC Asheville,62
11,2020-01-08,Central Arkansas,78,New Orleans,86
12,2020-01-08,UCF,74,SMU,81
13,2020-01-08,Davidson,58,Rhode Island,69
14,2020-01-08,Duquesne,78,St. Joseph's,60
15,2020-01-08,ETSU,64,UNC Greensboro,57
16,2020-01-08,Furman,73,Chattanooga,66
17,2020-01-08,George Washington,58,Saint Louis,63
18,2020-01-08,Hampton,73,USC Upstate,83
19,2020-01-08,Hartford,80,UMass-Lowell,68
20,2020-01-08,Holy Cross,64,Lafayette,82
21,2020-01-08,Illinois,71,Wisconsin,70
22,2020-01-08,Purdue-Fort Wayne,77,Western Illinois,69
23,2020-01-08,La Salle,69,UMass,77
24,2020-01-08,Lehigh,67,Boston University,84
25,2020-01-08,Long Beach State,77,Cal State Northridge,95
26,2020-01-08,Longwood,74,Charleston Southern,56
27,2020-01-08,Loyola (MD),70,Colgate,92
28,2020-01-08,Maine,51,New Hampshire,57
29,2020-01-08,Marist,70,Fairfield,58
30,2020-01-08,UMBC,75,Binghamton,79
31,2020-01-08,McNeese State,88,Abilene Christian,84
32,2020-01-08,Mississippi State,69,Alabama,90
33,2020-01-08,Navy,60,Bucknell,56
34,2020-01-08,Omaha,66,North Dakota,62
35,2020-01-08,Nevada,68,San Jose State,70
36,2020-01-08,UNLV,66,Boise State,73
37,2020-01-08,Nicholls State,61,Lamar,52
38,2020-01-08,Northwestern,62,Indiana,66
39,2020-01-08,Northwestern State,72,Incarnate Word,66
40,2020-01-08,Notre Dame,68,NC State,73
41,2020-01-08,Oklahoma,72,Texas,62
42,2020-01-08,Pitt,73,UNC,65
43,2020-01-08,Radford,67,Gardner-Webb,64
44,2020-01-08,Seton Hall,83,Xavier,71
45,2020-01-08,South Dakota State,80,Denver,68
46,2020-01-08,Southeastern Louisiana,62,Sam Houston State,67
47,2020-01-08,St. Bonaventure,61,George Mason,49
48,2020-01-08,St. John's (NY),66,Georgetown,87
49,2020-01-08,Stony Brook,81,Vermont,77
50,2020-01-08,Texas A&M-Corpus Christi,73,Stephen F. Austin,72
51,2020-01-08,Tulane,61,UConn,67
52,2020-01-08,Tulsa,44,Cincinnati,75
53,2020-01-08,Western Carolina,97,VMI,85
54,2020-01-08,Winthrop,79,High Point,57
55,2020-01-08,Wofford,67,Samford,62
0,2020-01-09,Gonzaga,94,San Diego,50
1,2020-01-09,Minnesota,58,Michigan State,74
2,2020-01-09,Arizona,73,Oregon,74
3,2020-01-09,Purdue,78,Michigan,84
4,2020-01-09,Memphis,67,Wichita State,76
5,2020-01-09,Appalachian State,56,Texas-Arlington,66
6,2020-01-09,Arizona State,82,Oregon State,76
7,2020-01-09,Little Rock,71,Troy,76
8,2020-01-09,Arkansas State,59,South Alabama,75
9,2020-01-09,Austin Peay,75,Tennessee Tech,62
10,2020-01-09,Belmont,89,Southeast Missouri State,64
11,2020-01-09,BYU,84,Saint Mary's,87
12,2020-01-09,UC-Riverside,65,UC-Davis,59
13,2020-01-09,Central Connecticut,78,LIU,90
14,2020-01-09,Chicago State,54,New Mexico State,93
15,2020-01-09,Coastal Carolina,66,Texas State,78
16,2020-01-09,College of Charleston,73,Elon,65
17,2020-01-09,Delaware,80,James Madison,76
18,2020-01-09,Detroit,59,Cleveland State,64
19,2020-01-09,Drexel,73,Towson,89
20,2020-01-09,Eastern Illinois,74,Eastern Kentucky,77
21,2020-01-09,Florida Atlantic,81,Rice,76
22,2020-01-09,Florida Gulf Coast,74,North Florida,89
23,2020-01-09,Florida International,56,North Texas,74
24,2020-01-09,Hawaii,75,Cal State Fullerton,69
25,2020-01-09,Hofstra,74,Northeastern,72
26,2020-01-09,Kennesaw State,73,Lipscomb,85
27,2020-01-09,Louisiana,52,Georgia State,90
28,2020-01-09,Louisiana-Monroe,56,Georgia Southern,67
29,2020-01-09,Louisiana Tech,73,UTSA,89
30,2020-01-09,Marshall,79,Middle Tennessee,75
31,2020-01-09,UMKC,64,Texas-Rio Grande Valley,76
32,2020-01-09,Montana,90,Eastern Washington,63
33,2020-01-09,Montana State,71,Idaho,68
34,2020-01-09,Mount Saint Vincent,56,Columbia,86
35,2020-01-09,Mount St. Mary's,61,Merrimack,64
36,2020-01-09,Murray State,72,Jacksonville State,68
37,2020-01-09,NJIT,52,Jacksonville,68
38,2020-01-09,North Alabama,52,Liberty,63
39,2020-01-09,UNC Wilmington,63,William & Mary,79
40,2020-01-09,North Dakota State,73,Oral Roberts,79
41,2020-01-09,Northern Arizona,57,Sacramento State,64
42,2020-01-09,Northern Colorado,65,Weber State,64
43,2020-01-09,Oakland,60,Youngstown State,61
44,2020-01-09,Sacred Heart,77,Fairleigh Dickinson,75
45,2020-01-09,St. Peter's,58,Siena,61
46,2020-01-09,Santa Clara,61,San Francisco,80
47,2020-01-09,SIU-Edwardsville,77,Morehead State,83
48,2020-01-09,Southern Miss,64,UTEP,76
49,2020-01-09,Southern Utah,71,Idaho State,55
50,2020-01-09,St. Francis (NY),52,Robert Morris,78
51,2020-01-09,Tennessee State,74,UT-Martin,87
52,2020-01-09,Wagner,62,Saint Francis (PA),80
53,2020-01-09,Washington,55,Stanford,61
54,2020-01-09,Washington State,66,California,73
55,2020-01-09,Western Kentucky,62,Alabama-Birmingham,72
0,2020-01-10,Butler,70,Providence,58
1,2020-01-10,Maryland,49,Iowa,67
2,2020-01-10,Ball State,60,Akron,75
3,2020-01-10,Buffalo,83,Miami (OH),78
4,2020-01-10,Canisius,65,Monmouth,84
5,2020-01-10,Iona,69,Rider,66
6,2020-01-10,Manhattan,60,Fairfield,68
7,2020-01-10,Niagara,56,Quinnipiac,67
8,2020-01-10,Northern Kentucky,68,UIC,52
9,2020-01-10,Penn,58,Princeton,63
10,2020-01-10,Wright State,84,IUPUI,70
0,2020-01-11,Gonzaga,87,Loyola Marymount,62
1,2020-01-11,Wake Forest,59,Duke,90
2,2020-01-11,Baylor,67,Kansas,55
3,2020-01-11,Georgia,60,Auburn,82
4,2020-01-11,Boise State,65,San Diego State,83
5,2020-01-11,Arizona State,69,Oregon,78
6,2020-01-11,Ohio State,54,Indiana,66
7,2020-01-11,Louisville,67,Notre Dame,64
8,2020-01-11,Alabama,67,Kentucky,76
9,2020-01-11,UMass,60,Dayton,88
10,2020-01-11,Georgetown,66,Villanova,80
11,2020-01-11,Texas Tech,54,West Virginia,66
12,2020-01-11,Syracuse,63,Virginia,55
13,2020-01-11,Wisconsin,58,Penn State,49
14,2020-01-11,Air Force,78,New Mexico,84
15,2020-01-11,American,73,Lehigh,82
16,2020-01-11,Appalachian State,57,Texas State,82
17,2020-01-11,Arkansas,76,Ole Miss,72
18,2020-01-11,Arkansas-Pine Bluff,49,Alabama A&M,59
19,2020-01-11,Army,59,Boston University,81
20,2020-01-11,Austin Peay,71,Jacksonville State,67
21,2020-01-11,Belmont,85,UT-Martin,78
22,2020-01-11,Binghamton,66,UMass-Lowell,85
23,2020-01-11,Bowling Green State,83,Ohio,74
24,2020-01-11,Cal State Fullerton,59,UC-Riverside,65
25,2020-01-11,Cal State Northridge,56,Cal Poly,74
26,2020-01-11,California Baptist,61,Grand Canyon,57
27,2020-01-11,Campbell,63,Radford,68
28,2020-01-11,Central Michigan,73,Kent State,79
29,2020-01-11,Chicago State,63,Texas-Rio Grande Valley,87
30,2020-01-11,Cincinnati,68,UCF,54
31,2020-01-11,Citadel,71,Wofford,73
32,2020-01-11,Clemson,79,UNC,76
33,2020-01-11,Coastal Carolina,82,Texas-Arlington,77
34,2020-01-11,Colgate,70,Navy,63
35,2020-01-11,College of Charleston,56,William & Mary,67
36,2020-01-11,Colorado State,81,San Jose State,70
37,2020-01-11,Coppin State,80,Bethune-Cookman,85
38,2020-01-11,Creighton,77,Xavier,65
39,2020-01-11,Delaware,68,Towson,84
40,2020-01-11,Denver,80,Western Illinois,86
41,2020-01-11,DePaul,67,St. John's (NY),74
42,2020-01-11,Detroit,67,Youngstown State,69
43,2020-01-11,Drake,61,Valparaiso,66
44,2020-01-11,Drexel,78,James Madison,71
45,2020-01-11,Duquesne,66,George Washington,61
46,2020-01-11,Eastern Illinois,66,Morehead State,69
47,2020-01-11,Eastern Michigan,68,Northern Illinois,71
48,2020-01-11,Evansville,44,Loyola (IL),78
49,2020-01-11,Fairleigh Dickinson,70,LIU,84
50,2020-01-11,Florida,75,Missouri,91
51,2020-01-11,Florida Atlantic,58,North Texas,81
52,2020-01-11,Florida Gulf Coast,66,Stetson,62
53,2020-01-11,Florida International,78,Rice,92
54,2020-01-11,Fordham,44,St. Bonaventure,64
55,2020-01-11,Gardner-Webb,95,Winthrop,99
56,2020-01-11,George Mason,76,La Salle,63
57,2020-01-11,Georgia Tech,71,Boston College,52
58,2020-01-11,Grambling,61,Southern,56
59,2020-01-11,Hawaii,60,UC-Irvine,74
60,2020-01-11,High Point,62,Presbyterian,77
61,2020-01-11,Holy Cross,60,Bucknell,75
62,2020-01-11,Houston,61,Tulsa,63
63,2020-01-11,Idaho State,71,Northern Arizona,67
64,2020-01-11,Illinois State,52,Indiana State,65
65,2020-01-11,Jackson State,76,Alcorn State,65
66,2020-01-11,Jacksonville,37,Liberty,54
67,2020-01-11,Kansas State,50,Texas,64
68,2020-01-11,Lafayette,65,Loyola (MD),62
69,2020-01-11,Lamar,102,Houston Baptist,92
70,2020-01-11,Long Beach State,55,UCSB,52
71,2020-01-11,Longwood,80,Hampton,83
72,2020-01-11,Louisiana,51,Georgia Southern,71
73,2020-01-11,Louisiana-Monroe,62,Georgia State,84
74,2020-01-11,Louisiana Tech,64,UTEP,61
75,2020-01-11,Maine,70,Albany (NY),76
76,2020-01-11,Marquette,55,Seton Hall,69
77,2020-01-11,Marshall,50,Alabama-Birmingham,61
78,2020-01-11,Mercer,71,Western Carolina,79
79,2020-01-11,Merrimack,58,Central Connecticut,46
80,2020-01-11,Milwaukee,87,Green Bay,80
81,2020-01-11,Mississippi State,59,LSU,60
82,2020-01-11,Mississippi Valley State,75,Alabama State,81
83,2020-01-11,UMKC,71,New Mexico State,74
84,2020-01-11,Morgan State,68,Florida A&M,77
85,2020-01-11,Mount St. Mary's,67,Bryant,65
86,2020-01-11,Murray State,81,Tennessee Tech,69
87,2020-01-11,Nebraska,57,Northwestern,62
88,2020-01-11,Omaha,81,South Dakota,91
89,2020-01-11,Nevada,70,Utah State,80
90,2020-01-11,UNLV,78,Wyoming,69
91,2020-01-11,New Hampshire,48,Stony Brook,73
92,2020-01-11,New Orleans,70,Incarnate Word,73
93,2020-01-11,Nicholls State,69,Southeastern Louisiana,58
94,2020-01-11,NJIT,78,North Florida,66
95,2020-01-11,Norfolk State,71,Howard,63
96,2020-01-11,North Alabama,82,Lipscomb,69
97,2020-01-11,UNC Asheville,71,Charleston Southern,69
98,2020-01-11,North Carolina A&T,91,Maryland-Eastern Shore,53
99,2020-01-11,North Carolina Central,66,Delaware State,68
100,2020-01-11,UNC Greensboro,86,Furman,73
101,2020-01-11,NC State,58,Virginia Tech,72
102,2020-01-11,UNC Wilmington,63,Elon,80
103,2020-01-11,North Dakota,73,Oral Roberts,88
104,2020-01-11,Northern Iowa,80,Missouri State,57
105,2020-01-11,Northwestern State,76,McNeese State,85
106,2020-01-11,Oakland,68,Cleveland State,55
107,2020-01-11,Oklahoma,68,Iowa State,81
108,2020-01-11,Oklahoma State,40,TCU,52
109,2020-01-11,Old Dominion,47,Charlotte,53
110,2020-01-11,Pepperdine,85,San Diego,78
111,2020-01-11,Portland,70,BYU,96
112,2020-01-11,Portland State,77,Montana State,76
113,2020-01-11,Prairie View,67,Texas Southern,71
114,2020-01-11,Rhode Island,65,VCU,56
115,2020-01-11,Rutgers,51,Illinois,54
116,2020-01-11,St. Joseph's,83,Davidson,89
117,2020-01-11,Saint Louis,74,Richmond,58
118,2020-01-11,Sam Houston State,82,Central Arkansas,89
119,2020-01-11,Samford,67,Chattanooga,105
120,2020-01-11,San Francisco,79,Pacific,75
121,2020-01-11,Santa Clara,67,Saint Mary's,66
122,2020-01-11,South Alabama,52,Little Rock,43
123,2020-01-11,South Carolina,55,Tennessee,56
124,2020-01-11,South Dakota State,70,Purdue-Fort Wayne,61
125,2020-01-11,USC,74,UCLA,63
126,2020-01-11,Southern Illinois,48,Bradley,67
127,2020-01-11,SIU-Edwardsville,72,Eastern Kentucky,78
128,2020-01-11,SMU,68,East Carolina,71
129,2020-01-11,Southern Miss,70,UTSA,80
130,2020-01-11,St. Francis (NY),80,Saint Francis (PA),81
131,2020-01-11,Tennessee State,75,Southeast Missouri State,73
132,2020-01-11,Texas A&M,69,Vanderbilt,50
133,2020-01-11,Texas A&M-Corpus Christi,56,Abilene Christian,68
134,2020-01-11,Troy,68,Arkansas State,76
135,2020-01-11,Tulane,65,Temple,51
136,2020-01-11,Utah Valley,50,Seattle,83
137,2020-01-11,Vermont,74,UMBC,50
138,2020-01-11,VMI,55,ETSU,61
139,2020-01-11,Wagner,62,Robert Morris,94
140,2020-01-11,Washington,58,California,61
141,2020-01-11,Washington State,62,Stanford,88
142,2020-01-11,Weber State,57,Sacramento State,71
143,2020-01-11,Western Kentucky,69,Middle Tennessee,53
144,2020-01-11,Western Michigan,59,Toledo,67
0,2020-01-12,Michigan State,42,Purdue,71
1,2020-01-12,Michigan,67,Minnesota,75
2,2020-01-12,Memphis,68,South Florida,64
3,2020-01-12,Wichita State,89,UConn,86
4,2020-01-12,Arizona,65,Oregon State,82
5,2020-01-12,Utah,52,Colorado,91
6,2020-01-12,Canisius,72,St. Peter's,68
7,2020-01-12,Johnson & Wales (RI),58,Yale,108
8,2020-01-12,Monmouth,70,Quinnipiac,84
9,2020-01-12,Niagara,70,Iona,69
10,2020-01-12,Northern Kentucky,96,IUPUI,71
11,2020-01-12,Pitt,58,Miami (FL),66
12,2020-01-12,Rider,69,Marist,52
13,2020-01-12,Siena,69,Manhattan,81
14,2020-01-12,Wright State,72,UIC,76
0,2020-01-13,Arkansas-Pine Bluff,61,Alabama State,56
1,2020-01-13,Boston University,85,Loyola (MD),53
2,2020-01-13,Coppin State,54,Florida A&M,65
3,2020-01-13,Elmira,33,Cornell,70
4,2020-01-13,Grambling,69,Alcorn State,87
5,2020-01-13,Jackson State,50,Southern,56
6,2020-01-13,Mississippi Valley State,72,Alabama A&M,66
7,2020-01-13,Morgan State,78,Bethune-Cookman,85
8,2020-01-13,North Carolina A&T,98,Delaware State,77
9,2020-01-13,North Carolina Central,69,Maryland-Eastern Shore,64
10,2020-01-13,Portland State,70,Montana,85
11,2020-01-13,South Carolina State,101,Howard,95
