,Date,visitor_neutral,PTS,home_neutral,PTS
0,2019-11-05,Michigan State,62,Kentucky,69
1,2019-11-05,Kansas,66,Duke,68
2,2019-11-05,Louisville,87,Miami (FL),74
3,2019-11-05,North Florida,59,Florida,74
4,2019-11-05,Holy Cross,71,Maryland,95
5,2019-11-05,Alabama State,64,Gonzaga,95
6,2019-11-05,Army,54,Villanova,97
7,2019-11-05,Wagner,71,Seton Hall,105
8,2019-11-05,Eastern Illinois,60,Texas Tech,85
9,2019-11-05,South Carolina State,64,Memphis,97
10,2019-11-05,Fresno State,57,Oregon,71
11,2019-11-05,Central Arkansas,61,Baylor,105
12,2019-11-05,Montana State,73,Utah State,81
13,2019-11-05,Jacksonville,57,Xavier,76
14,2019-11-05,Saint Mary's,65,Wisconsin,63
15,2019-11-05,Georgia Southern,74,Auburn,83
16,2019-11-05,Saint Francis (PA),58,VCU,72
17,2019-11-05,Alabama A&M,66,Tennessee State,106
18,2019-11-05,Alcorn State,54,DePaul,72
19,2019-11-05,American,80,Siena,96
20,2019-11-05,Appalachian State,71,Michigan,79
21,2019-11-05,Little Rock,67,Missouri State,66
22,2019-11-05,Arkansas-Pine Bluff,41,South Florida,70
23,2019-11-05,Arlington Baptist,39,Abilene Christian,90
24,2019-11-05,Avila,49,UMKC,102
25,2019-11-05,Bethesda University (CA),66,Southern Utah,110
26,2019-11-05,Binghamton,64,Cornell,84
27,2019-11-05,Bradley,81,St. Joseph's,86
28,2019-11-05,Bridgewater (VA),51,Delaware,97
29,2019-11-05,Brown,73,Bryant,71
30,2019-11-05,Bucknell,68,Fairfield,64
31,2019-11-05,Cal State Fullerton,58,BYU,76
32,2019-11-05,Cal State Northridge,67,Oregon State,87
33,2019-11-05,Cal State Stanislaus,47,Pacific,69
34,2019-11-05,UC-Davis,48,Loyola (IL),82
35,2019-11-05,UC-Irvine,76,San Diego,73
36,2019-11-05,UC-Riverside,66,Nebraska,47
37,2019-11-05,UC-Santa Cruz,52,Santa Clara,97
38,2019-11-05,Campbell,75,Coastal Carolina,74
39,2019-11-05,Centenary (LA),57,Northwestern State,84
40,2019-11-05,Central State (OH),77,Wright State,96
41,2019-11-05,Champion Christian,40,Lamar,86
42,2019-11-05,Chattanooga,68,Eastern Kentucky,79
43,2019-11-05,Cincinnati-Clermont,55,Northern Kentucky,105
44,2019-11-05,Cleveland State,50,Minnesota,85
45,2019-11-05,Columbia,63,Lafayette,65
46,2019-11-05,Columbia International,71,Charleston Southern,99
47,2019-11-05,Concordia (WI),62,Milwaukee,72
48,2019-11-05,Curry,29,New Hampshire,93
49,2019-11-05,Davenport,82,Grand Canyon,73
50,2019-11-05,Defiance,43,Ball State,87
51,2019-11-05,Delta State,71,Southern Miss,90
52,2019-11-05,Denver,63,Colorado State,74
53,2019-11-05,Drexel,62,Temple,70
54,2019-11-05,Erskine,63,Wofford,86
55,2019-11-05,Evergreen State,82,Idaho,88
56,2019-11-05,Fairleigh Dickinson-Florham,52,Fairleigh Dickinson,101
57,2019-11-05,Flagler,81,Florida Atlantic,92
58,2019-11-05,Florida A&M,48,USC,77
59,2019-11-05,Florida Gulf Coast,67,Saint Louis,89
60,2019-11-05,Florida International,69,Mississippi State,77
61,2019-11-05,Furman,70,Gardner-Webb,63
62,2019-11-05,George Washington,58,Towson,72
63,2019-11-05,Georgia Tech,82,NC State,81
64,2019-11-05,Goshen,66,Oakland,94
65,2019-11-05,Greensboro,59,Norfolk State,100
66,2019-11-05,Hartford,74,Central Connecticut,59
67,2019-11-05,Houston Baptist,72,Tulsa,80
68,2019-11-05,Idaho State,40,Wyoming,54
69,2019-11-05,Illinois Wesleyan,48,Southern Illinois,76
70,2019-11-05,Purdue-Fort Wayne,71,UNLV,86
71,2019-11-05,Jackson State,70,California Baptist,93
72,2019-11-05,Jacksonville State,65,SMU,74
73,2019-11-05,Jarvis Christian,62,Prairie View,100
74,2019-11-05,Johnson & Wales (NC),83,UNC Wilmington,103
75,2019-11-05,Judson,60,Chicago State,103
76,2019-11-05,Kennesaw State,55,Creighton,81
77,2019-11-05,Life Pacific,49,Boise State,126
78,2019-11-05,LIU,65,Rhode Island,76
79,2019-11-05,Louisiana College,41,Louisiana-Monroe,64
80,2019-11-05,Loyola (LA),67,Louisiana,95
81,2019-11-05,Loyola (MD),53,Marquette,88
82,2019-11-05,Malone,64,Akron,81
83,2019-11-05,Mars Hill,84,Elon,90
84,2019-11-05,Maryland-Eastern Shore,46,Penn State,84
85,2019-11-05,Marymount (VA),51,Longwood,73
86,2019-11-05,Maryville (TN),61,Middle Tennessee,119
87,2019-11-05,MIT,27,Harvard,84
88,2019-11-05,UMass-Lowell,64,UMass,79
89,2019-11-05,Michigan-Dearborn,62,Central Michigan,102
90,2019-11-05,Mississippi Valley State,74,Iowa State,110
91,2019-11-05,Monmouth,66,Lehigh,62
92,2019-11-05,Navy,55,George Mason,68
93,2019-11-05,Omaha,54,Wichita State,68
94,2019-11-05,New Mexico Highlands,70,UTEP,93
95,2019-11-05,Nicholls State,70,Illinois,78
96,2019-11-05,UNC Asheville,63,Tennessee,78
97,2019-11-05,North Carolina A&T,50,UNC Greensboro,83
98,2019-11-05,North Dakota State,54,Kansas State,67
99,2019-11-05,Northeastern,72,Boston University,67
100,2019-11-05,Northern Colorado,45,Texas,69
101,2019-11-05,Notre Dame de Namur,51,Cal State Bakersfield,103
102,2019-11-05,Oakland City,67,Austin Peay,110
103,2019-11-05,Ohio,65,St. Bonaventure,53
104,2019-11-05,Oklahoma Christian,40,North Texas,79
105,2019-11-05,Old Dominion,53,Northern Iowa,58
106,2019-11-05,Olivet Nazarene,72,UIC,75
107,2019-11-05,Pacific Lutheran,64,Seattle,98
108,2019-11-05,Paul Quinn,57,Sam Houston State,95
109,2019-11-05,Penn,81,Alabama,80
110,2019-11-05,Pepperdine,71,California,87
111,2019-11-05,Portland Bible,25,Eastern Washington,107
112,2019-11-05,Princeton,67,Duquesne,94
113,2019-11-05,Puget Sound,69,Portland State,94
114,2019-11-05,Quincy,52,SIU-Edwardsville,61
115,2019-11-05,Rhodes,55,Lipscomb,104
116,2019-11-05,Rice,43,Arkansas,91
117,2019-11-05,Rider,91,Coppin State,84
118,2019-11-05,Sacred Heart,60,Providence,106
119,2019-11-05,Samford,86,Morehead State,90
120,2019-11-05,Sonoma State,50,San Francisco,101
121,2019-11-05,USC Upstate,55,College of Charleston,74
122,2019-11-05,Spring Hill,58,New Orleans,114
123,2019-11-05,St. Francis (NY),59,Fordham,68
124,2019-11-05,St. Louis College,48,UT-Martin,106
125,2019-11-05,Tennessee Tech,64,Western Kentucky,76
126,2019-11-05,Texas-Dallas,50,Texas-Arlington,84
127,2019-11-05,Texas Lutheran,45,Texas State,103
128,2019-11-05,Texas-Rio Grande Valley,57,South Dakota State,70
129,2019-11-05,UTSA,67,Oklahoma,85
130,2019-11-05,Texas Southern,42,San Diego State,77
131,2019-11-05,Thiel,53,Youngstown State,101
132,2019-11-05,Tiffin,73,Bowling Green State,94
133,2019-11-05,Toledo,77,Valparaiso,79
134,2019-11-05,Trinity Baptist,26,Stetson,84
135,2019-11-05,Utah,79,Nevada,74
136,2019-11-05,Valley Forge,46,UMBC,134
137,2019-11-05,VMI,68,East Carolina,80
138,2019-11-05,Virginia Tech,67,Clemson,60
139,2019-11-05,Washington Adventist,71,Howard,68
140,2019-11-05,Westcliff,62,Loyola Marymount,105
141,2019-11-05,Western Carolina,72,Georgia,91
142,2019-11-05,Western Illinois,65,Indiana,98
143,2019-11-05,Western New Mexico,46,New Mexico State,92
144,2019-11-05,Westminster (UT),55,Utah Valley,72
145,2019-11-05,Willamette,36,Portland,86
146,2019-11-05,William & Mary,70,High Point,56
147,2019-11-05,Yale,74,Stony Brook,69
0,2019-11-06,Notre Dame,65,UNC,76
1,2019-11-06,Virginia,48,Syracuse,34
2,2019-11-06,Cincinnati,56,Ohio State,64
3,2019-11-06,Northern Arizona,52,Arizona,91
4,2019-11-06,Green Bay,57,Purdue,79
5,2019-11-06,Arkansas-Monticello,49,Arkansas State,65
6,2019-11-06,Belmont,72,Illinois State,79
7,2019-11-06,Brewton-Parker,35,Georgia State,104
8,2019-11-06,Central Pennsylvania College,44,Morgan State,71
9,2019-11-06,Charlotte,74,James Madison,79
10,2019-11-06,Chicago,55,DePaul,84
11,2019-11-06,East Texas Baptist,70,Grambling,102
12,2019-11-06,Eastern New Mexico,71,New Mexico,92
13,2019-11-06,Florida State,61,Pitt,63
14,2019-11-06,Hiram,58,Kent State,97
15,2019-11-06,Incarnate Word,42,Missouri,82
16,2019-11-06,IUPUI,47,Butler,80
17,2019-11-06,Jackson State,62,UCSB,83
18,2019-11-06,Johnson (Fl),68,Bethune-Cookman,110
19,2019-11-06,Le Tourneau,70,Stephen F. Austin,89
20,2019-11-06,Long Beach State,65,UCLA,69
21,2019-11-06,Louisiana Tech,82,Texas A&M-Corpus Christi,49
22,2019-11-06,Loyola (LA),70,Southern,87
23,2019-11-06,McNeese State,65,Western Michigan,75
24,2019-11-06,Mercer,79,St. John's (NY),109
25,2019-11-06,Merrimack,64,Maine,84
26,2019-11-06,Mid-Atlantic Christian,52,Hampton,112
27,2019-11-06,Montana,62,Stanford,73
28,2019-11-06,Mount St. Mary's,68,Georgetown,81
29,2019-11-06,Newberry,50,ETSU,79
30,2019-11-06,NJIT,75,Colgate,80
31,2019-11-06,North Alabama,55,South Carolina,77
32,2019-11-06,Northwestern State,63,Texas A&M,77
33,2019-11-06,Oral Roberts,75,Oklahoma State,80
34,2019-11-06,Pikeville,51,South Alabama,82
35,2019-11-06,San Jose State,79,Hofstra,71
36,2019-11-06,Southeast Missouri State,65,Vanderbilt,83
37,2019-11-06,Southeastern Louisiana,55,Tulane,76
38,2019-11-06,Wake Forest,70,Boston College,77
0,2019-11-07,Alabama-Birmingham,76,Troy,75
1,2019-11-07,Bryant,71,Rutgers,73
2,2019-11-07,Crown College,61,North Dakota,86
3,2019-11-07,Ferrum,56,Appalachian State,83
4,2019-11-07,Florida National University,81,North Florida,89
5,2019-11-07,Hendrix,51,Central Arkansas,71
6,2019-11-07,Idaho State,89,Air Force,79
7,2019-11-07,Kennesaw State,55,Drake,86
8,2019-11-07,Kentucky Wesleyan,42,Samford,68
9,2019-11-07,Manchester,80,Purdue-Fort Wayne,91
10,2019-11-07,Mayville State,53,North Dakota State,93
11,2019-11-07,Midland Lutheran,53,Omaha,72
12,2019-11-07,Peru State,58,South Dakota State,86
13,2019-11-07,Presbyterian,45,Clemson,79
14,2019-11-07,Robert Morris,60,Marshall,67
15,2019-11-07,Seattle,54,Washington State,85
16,2019-11-07,Southwestern (TX),62,TCU,83
17,2019-11-07,Spalding,44,Morehead State,92
18,2019-11-07,William Jessup,63,UC-Davis,109
19,2019-11-07,Winthrop,67,Hartford,57
0,2019-11-08,Eastern Kentucky,49,Kentucky,91
1,2019-11-08,UNC Greensboro,62,Kansas,74
2,2019-11-08,Colorado State,55,Duke,89
3,2019-11-08,UNC,78,UNC Wilmington,62
4,2019-11-08,UIC,46,Memphis,92
5,2019-11-08,Washington,67,Baylor,64
6,2019-11-08,Weber State,34,Utah State,89
7,2019-11-08,Siena,63,Xavier,81
8,2019-11-08,Bowling Green State,79,LSU,88
9,2019-11-08,Auburn,76,Davidson,66
10,2019-11-08,North Texas,56,VCU,59
11,2019-11-08,Akron,84,West Virginia,94
12,2019-11-08,Arizona State,71,Colorado,81
13,2019-11-08,Arkansas State,43,Ole Miss,71
14,2019-11-08,Arlington Baptist,61,Lamar,106
15,2019-11-08,Ave Maria,59,Florida International,101
16,2019-11-08,Bob Jones University,64,South Carolina State,79
17,2019-11-08,Bryn Athyn,31,Towson,100
18,2019-11-08,Cal Lutheran,56,California Baptist,112
19,2019-11-08,Cal Poly,63,Santa Clara,77
20,2019-11-08,Central Pennsylvania College,47,Campbell,101
21,2019-11-08,Charleston Southern,49,North Carolina A&T,63
22,2019-11-08,Columbia International,76,Mercer,84
23,2019-11-08,Coppin State,42,Virginia Tech,74
24,2019-11-08,Dartmouth,68,Buffalo,63
25,2019-11-08,East Carolina,57,Navy,62
26,2019-11-08,Eastern Illinois,52,Wisconsin,65
27,2019-11-08,Ecclesia,52,Grambling,147
28,2019-11-08,Fairleigh Dickinson,59,DePaul,70
29,2019-11-08,Florida A&M,52,Hawaii,65
30,2019-11-08,Florida Atlantic,60,Miami (FL),74
31,2019-11-08,Hampden-Sydney,66,Coastal Carolina,102
32,2019-11-08,Harvard,79,Northeastern,84
33,2019-11-08,Houston Baptist,81,Oral Roberts,95
34,2019-11-08,Illinois,83,Grand Canyon,71
35,2019-11-08,Incarnate Word,61,Northern Colorado,83
36,2019-11-08,Johnson (Fl),65,Jacksonville,83
37,2019-11-08,Longwood,65,George Mason,76
38,2019-11-08,Loyola (IL),63,Furman,87
39,2019-11-08,Marist,58,VMI,56
40,2019-11-08,UMass-Lowell,87,LIU,74
41,2019-11-08,Merchant Marine Academy,43,Army,80
42,2019-11-08,Merrimack,71,Northwestern,61
43,2019-11-08,Milligan,54,Elon,95
44,2019-11-08,Mississippi Valley State,49,Utah,143
45,2019-11-08,Niagara,64,Drexel,72
46,2019-11-08,Northern Kentucky,56,Missouri,71
47,2019-11-08,Oakland,53,Delaware,56
48,2019-11-08,Oberlin,37,Yale,94
49,2019-11-08,Penn St.-Wilkes Barre,53,Norfolk State,93
50,2019-11-08,Portland,65,USC,76
51,2019-11-08,Radford,60,Liberty,66
52,2019-11-08,Reinhardt,55,Georgia Southern,109
53,2019-11-08,Rider,81,Delaware State,54
54,2019-11-08,Sacred Heart,67,UConn,89
55,2019-11-08,Saint Francis (PA),98,Richmond,100
56,2019-11-08,Sam Houston State,58,Mississippi State,67
57,2019-11-08,Siena Heights,51,Eastern Michigan,93
58,2019-11-08,Simpson (CA),27,Sacramento State,76
59,2019-11-08,South Dakota,72,Pacific,62
60,2019-11-08,SIU-Edwardsville,60,Iowa,87
61,2019-11-08,UTSA,60,Southern Illinois,72
62,2019-11-08,Truett-McConnell,62,USC Upstate,103
63,2019-11-08,Vermont,61,St. Bonaventure,59
64,2019-11-08,William & Mary,79,American,70
0,2019-11-09,Rhode Island,55,Maryland,73
1,2019-11-09,Arkansas-Pine Bluff,60,Gonzaga,110
2,2019-11-09,Stony Brook,57,Seton Hall,74
3,2019-11-09,Bethune-Cookman,44,Texas Tech,79
4,2019-11-09,Boise State,75,Oregon,106
5,2019-11-09,Texas,70,Purdue,66
6,2019-11-09,Alcorn State,72,Louisiana-Monroe,73
7,2019-11-09,Austin Peay,75,Western Kentucky,97
8,2019-11-09,Ball State,75,Evansville,79
9,2019-11-09,Cal State Fullerton,54,Stanford,70
10,2019-11-09,Cal State Northridge,70,New Mexico,97
11,2019-11-09,UC-Irvine,73,Pepperdine,77
12,2019-11-09,Canisius,68,Brown,75
13,2019-11-09,Central Arkansas,78,Georgetown,89
14,2019-11-09,Central Connecticut,57,St. John's (NY),87
15,2019-11-09,Delaware,56,Southern Illinois,54
16,2019-11-09,ETSU,92,UT-Martin,75
17,2019-11-09,Eastern Washington,74,Seattle,66
18,2019-11-09,Edinboro,54,Cleveland State,79
19,2019-11-09,Gardner-Webb,59,Western Carolina,71
20,2019-11-09,Georgia State,80,College of Charleston,84
21,2019-11-09,Gettysburg,58,Mount St. Mary's,75
22,2019-11-09,Heidelberg,50,Ohio,88
23,2019-11-09,High Point,61,Wofford,89
24,2019-11-09,Holy Cross,83,New Hampshire,87
25,2019-11-09,Howard,62,George Washington,76
26,2019-11-09,Idaho,51,UC-Riverside,58
27,2019-11-09,Indiana State,81,Dayton,86
28,2019-11-09,Iona,64,La Salle,70
29,2019-11-09,Iowa State,74,Oregon State,80
30,2019-11-09,IUPUI,56,Bradley,90
31,2019-11-09,Kansas State,60,UNLV,56
32,2019-11-09,Lafayette,72,St. Francis (NY),73
33,2019-11-09,Lehigh,74,Albany (NY),70
34,2019-11-09,Loyola Marymount,67,Nevada,72
35,2019-11-09,Loyola (MD),98,Chicago State,85
36,2019-11-09,Martin Methodist,70,Tennessee Tech,83
37,2019-11-09,UMBC,65,Florida Gulf Coast,61
38,2019-11-09,UMass,62,Fairfield,60
39,2019-11-09,McNeese State,80,Louisiana,85
40,2019-11-09,Middle Tennessee,73,Lipscomb,70
41,2019-11-09,UMKC,51,Oklahoma State,69
42,2019-11-09,Monmouth,74,Hofstra,94
43,2019-11-09,Morgan State,57,Temple,75
44,2019-11-09,New Orleans,53,Butler,79
45,2019-11-09,Nicholls State,75,Pitt,70
46,2019-11-09,NJIT,47,Providence,76
47,2019-11-09,UNC Asheville,91,Citadel,76
48,2019-11-09,North Carolina Central,64,Stephen F. Austin,94
49,2019-11-09,Northern Iowa,64,Northern Illinois,54
50,2019-11-09,Oklahoma,71,Minnesota,62
51,2019-11-09,Penn,61,Rice,80
52,2019-11-09,Portland State,74,Indiana,85
53,2019-11-09,Prairie View,69,UCF,73
54,2019-11-09,Princeton,72,San Francisco,82
55,2019-11-09,Robert Morris,57,Notre Dame,92
56,2019-11-09,Rocky Mountain,60,Montana State,93
57,2019-11-09,San Diego,62,Long Beach State,74
58,2019-11-09,San Diego State,76,BYU,71
59,2019-11-09,South Dakota State,93,Cal State Bakersfield,91
60,2019-11-09,Southern,49,Murray State,69
61,2019-11-09,Southern Miss,69,South Alabama,75
62,2019-11-09,Southern Utah,79,Nebraska,78
63,2019-11-09,Stetson,77,Western Illinois,75
64,2019-11-09,SUNY-Polytechnic,63,Boston University,91
65,2019-11-09,Tennessee State,57,Chattanooga,59
66,2019-11-09,UTSA,62,Oakland,75
67,2019-11-09,Texas Southern,63,Wichita State,69
68,2019-11-09,Texas State,71,Air Force,78
69,2019-11-09,Tulsa,59,Texas-Arlington,73
70,2019-11-09,Utah Valley,62,Denver,74
71,2019-11-09,Valparaiso,70,Saint Louis,81
72,2019-11-09,Wagner,64,Penn State,91
73,2019-11-09,Western Michigan,115,Milwaukee,110
74,2019-11-09,Wisconsin-Stout,64,Green Bay,115
75,2019-11-09,Wright State,88,Miami (OH),81
0,2019-11-10,Binghamton,47,Michigan State,100
1,2019-11-10,Youngstown State,55,Louisville,78
2,2019-11-10,Florida State,63,Florida,51
3,2019-11-10,James Madison,34,Virginia,65
4,2019-11-10,UMass-Lowell,56,Ohio State,76
5,2019-11-10,Illinois,69,Arizona,90
6,2019-11-10,Abilene Christian,83,Drexel,86
7,2019-11-10,Alabama State,50,Missouri State,59
8,2019-11-10,Little Rock,70,Illinois State,75
9,2019-11-10,Boston College,74,South Florida,60
10,2019-11-10,UCSB,61,UCLA,77
11,2019-11-10,Carver College,64,North Alabama,95
12,2019-11-10,Colgate,68,Clemson,81
13,2019-11-10,Columbia,63,Wake Forest,65
14,2019-11-10,Cornell,81,Bryant,82
15,2019-11-10,Delaware,91,UTSA,79
16,2019-11-10,Detroit,65,NC State,84
17,2019-11-10,Florida A&M,54,Pacific,76
18,2019-11-10,Purdue-Fort Wayne,78,Southeast Missouri State,79
19,2019-11-10,Maine,46,Harvard,67
20,2019-11-10,Maryland-Eastern Shore,55,Liberty,66
21,2019-11-10,Mississippi Valley State,78,Central Michigan,134
22,2019-11-10,Montana State-Northern,50,Montana,64
23,2019-11-10,Niagara,39,Rutgers,86
24,2019-11-10,Portland,72,San Jose State,57
25,2019-11-10,St. Joseph's,69,Old Dominion,82
26,2019-11-10,South Dakota,81,Hawaii,75
27,2019-11-10,Southern Illinois,52,Oakland,61
28,2019-11-10,Toledo,96,Marshall,70
29,2019-11-10,Vermont,66,Bucknell,63
30,2019-11-10,Washington College,56,Navy,87
31,2019-11-10,Wayland Baptist,40,Rice,65
32,2019-11-10,Winthrop,74,Fresno State,77
33,2019-11-10,Wyoming,32,South Carolina,66
0,2019-11-11,Winthrop,61,Saint Mary's,59
1,2019-11-11,Alabama A&M,52,Alabama-Birmingham,74
2,2019-11-11,Anderson (IN),55,IUPUI,72
3,2019-11-11,Averett,51,UNC Greensboro,109
4,2019-11-11,Bethune-Cookman,61,Omaha,90
5,2019-11-11,Bowling Green State,75,Jacksonville,59
6,2019-11-11,Cal Poly,67,North Dakota State,74
7,2019-11-11,DePaul,93,Iowa,78
8,2019-11-11,Drake,59,Cincinnati,81
9,2019-11-11,Elon,41,Georgia Tech,64
10,2019-11-11,Farmingdale State,44,Stony Brook,91
11,2019-11-11,Florida Atlantic,59,Alabama,78
12,2019-11-11,Florida Gulf Coast,49,Dartmouth,55
13,2019-11-11,Georgia Southern,77,North Florida,80
14,2019-11-11,Howard Payne,42,Texas-Rio Grande Valley,93
15,2019-11-11,Kennesaw State,62,Mercer,74
16,2019-11-11,Kent State,84,Towson,80
17,2019-11-11,Louisiana-Monroe,57,Texas A&M,63
18,2019-11-11,Nazareth,72,Buffalo,109
19,2019-11-11,Pacific,67,Hawaii,72
20,2019-11-11,Presbyterian,80,VMI,77
21,2019-11-11,Samford,63,Belmont,95
22,2019-11-11,USC Upstate,64,North Carolina Central,73
23,2019-11-11,South Dakota,85,Florida A&M,82
24,2019-11-11,Southern-New Orleans,33,McNeese State,104
25,2019-11-11,Texas A&M-Corpus Christi,66,Vanderbilt,71
26,2019-11-11,Xavier (LA),70,Southeastern Louisiana,77
27,2019-11-11,Yale,79,San Francisco,84
0,2019-11-12,Evansville,67,Kentucky,64
1,2019-11-12,Central Arkansas,54,Duke,105
2,2019-11-12,North Dakota,66,Gonzaga,97
3,2019-11-12,Oregon,82,Memphis,74
4,2019-11-12,Denver,56,Utah State,97
5,2019-11-12,Mount St. Mary's,46,Washington,56
6,2019-11-12,Missouri,58,Xavier,63
7,2019-11-12,Auburn,70,South Alabama,69
8,2019-11-12,Air Force,69,Army,57
9,2019-11-12,Alabama State,56,Houston,84
10,2019-11-12,American,67,George Washington,65
11,2019-11-12,Newport News-Apprentice,63,Hampton,95
12,2019-11-12,Brescia,55,Jacksonville State,125
13,2019-11-12,Bridgewater (VA),40,Radford,91
14,2019-11-12,Cairn,43,Lehigh,80
15,2019-11-12,California Baptist,54,Texas,67
16,2019-11-12,Campbell,76,UNC Wilmington,81
17,2019-11-12,Chattanooga,74,Troy,68
18,2019-11-12,Chicago State,34,Eastern Illinois,98
19,2019-11-12,Citadel,86,Georgia,95
20,2019-11-12,Cleveland State,53,Missouri State,73
21,2019-11-12,Colorado College,38,Northern Colorado,104
22,2019-11-12,Coppin State,76,Loyola (IL),72
23,2019-11-12,Creighton,69,Michigan,79
24,2019-11-12,Davidson,58,Charlotte,71
25,2019-11-12,Delaware State,74,Manhattan,85
26,2019-11-12,East Carolina,62,Appalachian State,68
27,2019-11-12,Fairfield,68,Holy Cross,63
28,2019-11-12,Fresno State,66,San Diego,72
29,2019-11-12,Furman,91,Charleston Southern,47
30,2019-11-12,Goshen,49,Eastern Michigan,101
31,2019-11-12,Hartford,62,Marist,51
32,2019-11-12,Howard,50,Notre Dame,79
33,2019-11-12,Jackson State,79,Tulane,88
34,2019-11-12,Lamar,56,Duquesne,66
35,2019-11-12,Life Pacific,52,UC-Irvine,98
36,2019-11-12,Lipscomb,78,Tennessee State,79
37,2019-11-12,Long Beach State,58,Stanford,86
38,2019-11-12,Louisiana,65,TCU,98
39,2019-11-12,Maryland-Eastern Shore,55,Longwood,85
40,2019-11-12,Massachusetts-Boston,45,UMass-Lowell,88
41,2019-11-12,Miami (FL),79,UCF,70
42,2019-11-12,Minnesota,56,Butler,64
43,2019-11-12,Mississippi Valley State,81,Western Michigan,91
44,2019-11-12,Murray State,63,Tennessee,82
45,2019-11-12,UNLV,75,California,79
46,2019-11-12,New Hampshire,61,St. John's (NY),74
47,2019-11-12,New Mexico State,50,UTEP,65
48,2019-11-12,New Orleans,64,SMU,77
49,2019-11-12,Norfolk State,55,Ole Miss,68
50,2019-11-12,North Alabama,65,Indiana,91
51,2019-11-12,North Carolina A&T,64,Western Carolina,90
52,2019-11-12,North Texas,43,Arkansas,66
53,2019-11-12,Northeastern,71,UMass,80
54,2019-11-12,Northern Illinois,52,Iowa State,70
55,2019-11-12,Northern Kentucky,69,Coastal Carolina,68
56,2019-11-12,Ohio-Chillicothe,43,Eastern Kentucky,129
57,2019-11-12,Oklahoma,77,Oregon State,69
58,2019-11-12,Oral Roberts,67,Tulsa,74
59,2019-11-12,Ottawa,70,Utah Valley,101
60,2019-11-12,Pacific (OR),81,Seattle,115
61,2019-11-12,Paul Quinn,59,Alcorn State,111
62,2019-11-12,Pepperdine,94,Cal State Northridge,82
63,2019-11-12,Pitt,71,Robert Morris,57
64,2019-11-12,Prairie View,48,Texas State,75
65,2019-11-12,Rice,80,Northwestern State,74
66,2019-11-12,South Carolina State,39,Liberty,65
67,2019-11-12,South Dakota State,66,USC,84
68,2019-11-12,St. Bonaventure,65,Siena,78
69,2019-11-12,Texas-Arlington,73,Nevada,80
70,2019-11-12,Texas Lutheran,60,Incarnate Word,86
71,2019-11-12,Valparaiso,89,SIU-Edwardsville,76
72,2019-11-12,Washington State,62,Santa Clara,70
73,2019-11-12,Wesley,67,Wagner,97
74,2019-11-12,Wiley,52,Louisiana Tech,98
75,2019-11-12,William & Mary,80,Wofford,79
76,2019-11-12,Wisconsin Lutheran,53,Milwaukee,103
77,2019-11-12,Wright State,85,Tennessee Tech,80
0,2019-11-13,Indiana State,62,Louisville,91
1,2019-11-13,Villanova,51,Ohio State,76
2,2019-11-13,Texas Tech,103,Houston Baptist,74
3,2019-11-13,LSU,82,VCU,84
4,2019-11-13,Ball State,67,UIC,48
5,2019-11-13,Binghamton,63,Columbia,75
6,2019-11-13,Boston University,47,Vermont,62
7,2019-11-13,Bryant,69,St. Peter's,44
8,2019-11-13,Cal State Bakersfield,55,Northern Iowa,67
9,2019-11-13,Cal State Fullerton,60,Wyoming,53
10,2019-11-13,Canisius,57,Albany (NY),83
11,2019-11-13,Colgate,54,Syracuse,70
12,2019-11-13,Drexel,57,Rutgers,62
13,2019-11-13,Eastern Washington,60,Saint Louis,82
14,2019-11-13,Fairleigh Dickinson,50,Fordham,53
15,2019-11-13,Florida International,77,NC State,86
16,2019-11-13,Grambling,81,Southeastern Louisiana,70
17,2019-11-13,Grand Canyon,61,San Diego State,86
18,2019-11-13,Green Bay,78,New Mexico,93
19,2019-11-13,High Point,33,Boston College,59
20,2019-11-13,Hofstra,71,Bucknell,86
21,2019-11-13,IUPUI,70,South Florida,53
22,2019-11-13,La Salle,59,Penn,75
23,2019-11-13,Lafayette,72,Princeton,65
24,2019-11-13,LIU,74,George Mason,80
25,2019-11-13,Loyola (MD),53,Old Dominion,62
26,2019-11-13,Mars Hill,82,Middle Tennessee,96
27,2019-11-13,McNeese State,63,Wisconsin,83
28,2019-11-13,Miami (OH),84,Purdue-Fort Wayne,80
29,2019-11-13,UMKC,58,Drake,76
30,2019-11-13,Monmouth,54,Kansas State,73
31,2019-11-13,Omaha,65,Colorado State,80
32,2019-11-13,Niagara,80,Stephen F. Austin,89
33,2019-11-13,NJIT,59,Cornell,58
34,2019-11-13,UNC Asheville,79,Wake Forest,98
35,2019-11-13,Ohio,81,Iona,72
36,2019-11-13,Oklahoma State,73,College of Charleston,54
37,2019-11-13,Paul Quinn,66,Nicholls State,81
38,2019-11-13,Providence,63,Northwestern,72
39,2019-11-13,Purdue,55,Marquette,65
40,2019-11-13,Quinnipiac,68,Brown,70
41,2019-11-13,Saint Francis (PA),71,Morgan State,65
42,2019-11-13,St. Joseph's,96,UConn,87
43,2019-11-13,Shenandoah,48,James Madison,96
44,2019-11-13,USC Upstate,57,Virginia Tech,80
45,2019-11-13,Southern Utah,63,BYU,68
46,2019-11-13,St. Mary's (MD),57,UMBC,79
47,2019-11-13,UT-Martin,98,Western Illinois,91
48,2019-11-13,Virginia Wise,64,Samford,102
0,2019-11-14,Michigan State,76,Seton Hall,73
